,구,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),노선명,역명,승하차인원,휴일여부
3343,중구,2019-11-16,6.1,0.0,2.8,4호선,명동,89205,1
3344,중구,2019-11-17,7.8,0.5,4.9,4호선,명동,60497,1
3345,중구,2019-11-18,4.7,14.0,3.7,4호선,명동,83070,0
3346,중구,2019-11-19,-0.1,0.0,3.2,4호선,명동,82120,0
3347,중구,2019-11-20,1.1,0.0,1.4,4호선,명동,81884,0
3348,중구,2019-11-21,3.7,0.0,2.9,4호선,명동,82586,0
3349,중구,2019-11-22,9.6,0.0,3.6,4호선,명동,87642,1
3350,중구,2019-11-23,11.9,0.0,2.8,4호선,명동,86160,1
3351,중구,2019-11-24,10.2,2.5,3.0,4호선,명동,63037,1
3352,중구,2019-11-25,3.5,0.0,2.4,4호선,명동,81748,0
3353,중구,2019-11-26,7.5,0.0,3.1,4호선,명동,81625,0
3354,중구,2019-11-27,2.2,0.0,2.3,4호선,명동,83421,0
3355,중구,2019-11-28,3.2,0.0,2.0,4호선,명동,84472,0
3356,중구,2019-11-29,1.6,0.0,1.8,4호선,명동,93147,1
3357,중구,2019-11-30,3.7,0.0,2.3,4호선,명동,86011,1
3358,중구,2019-12-01,3.3,2.5,1.5,4호선,명동,59197,1
3359,중구,2019-12-02,-1.1,0.0,3.5,4호선,명동,79655,0
3360,중구,2019-12-03,0.0,0.0,1.1,4호선,명동,78772,0
3361,중구,2019-12-04,1.6,0.0,1.9,4호선,명동,79962,0
3362,중구,2019-12-05,-5.6,0.0,3.3,4호선,명동,82397,0
3363,중구,2019-12-06,-6.3,0.0,1.4,4호선,명동,86783,1
3364,중구,2019-12-07,-3.0,0.0,1.7,4호선,명동,85734,1
3365,중구,2019-12-08,-1.3,0.0,1.6,4호선,명동,69547,1
3366,중구,2019-12-09,2.0,0.0,2.8,4호선,명동,77892,0
3367,중구,2019-12-10,7.9,2.0,0.6,4호선,명동,77965,0
3368,중구,2019-12-11,5.2,0.0,3.1,4호선,명동,80865,0
3369,중구,2019-12-12,-1.8,0.0,2.6,4호선,명동,83971,0
3370,중구,2019-12-13,1.3,0.5,1.5,4호선,명동,87194,1
3371,중구,2019-12-14,1.6,0.0,2.6,4호선,명동,89112,1
3372,중구,2019-12-15,4.7,0.0,3.1,4호선,명동,70274,1
3373,중구,2019-12-16,7.1,0.0,3.0,4호선,명동,78426,0
3374,중구,2019-12-17,6.5,9.5,2.1,4호선,명동,76492,0
3375,중구,2019-12-18,-0.4,0.0,2.3,4호선,명동,81490,0
3376,중구,2019-12-19,-1.8,0.0,2.1,4호선,명동,83990,0
3377,중구,2019-12-20,-2.3,0.0,2.1,4호선,명동,90084,1
3378,중구,2019-12-21,-1.5,0.0,1.7,4호선,명동,94651,1
3379,중구,2019-12-22,2.9,0.0,1.9,4호선,명동,78805,1
3380,중구,2019-12-23,2.2,3.0,1.8,4호선,명동,88639,0
3381,중구,2019-12-24,0.1,0.0,1.5,4호선,명동,113836,0
3382,중구,2019-12-25,1.6,0.0,1.7,4호선,명동,118506,1
3383,중구,2019-12-26,0.6,0.5,2.7,4호선,명동,89240,0
3384,중구,2019-12-27,-2.4,0.0,2.2,4호선,명동,92752,1
3385,중구,2019-12-28,0.3,0.0,2.0,4호선,명동,90889,1
3386,중구,2019-12-29,2.3,1.0,3.7,4호선,명동,78346,1
3387,중구,2019-12-30,1.3,0.5,3.3,4호선,명동,92521,0
3388,중구,2019-12-31,-9.3,0.0,3.5,4호선,명동,91262,1
3389,중구,2020-01-01,-3.7,0.0,1.1,4호선,명동,69444,1
3390,중구,2020-01-02,-0.1,0.0,1.7,4호선,명동,79829,0
3391,중구,2020-01-03,-0.5,0.0,2.0,4호선,명동,80111,1
3392,중구,2020-01-04,1.1,0.0,1.6,4호선,명동,73766,1
3393,중구,2020-01-05,1.2,0.0,0.9,4호선,명동,59583,1
3394,중구,2020-01-06,1.6,0.0,4.4,4호선,명동,70178,0
3395,중구,2020-01-07,4.8,16.0,6.2,4호선,명동,65098,0
3396,중구,2020-01-08,1.2,8.0,2.5,4호선,명동,71428,0
3397,중구,2020-01-09,-2.1,0.0,2.1,4호선,명동,71983,0
3398,중구,2020-01-10,-1.2,0.0,1.6,4호선,명동,73477,1
3399,중구,2020-01-11,-0.8,0.0,1.5,4호선,명동,75677,1
3400,중구,2020-01-12,-2.1,0.0,2.0,4호선,명동,65588,1
3401,중구,2020-01-13,-3.8,0.0,2.3,4호선,명동,73717,0
3402,중구,2020-01-14,-3.0,0.0,1.8,4호선,명동,72081,0
3403,중구,2020-01-15,-3.1,0.0,1.8,4호선,명동,72241,0
3404,중구,2020-01-16,-2.1,0.0,1.3,4호선,명동,74736,0
3405,중구,2020-01-17,-1.0,0.0,1.6,4호선,명동,76972,1
3406,중구,2020-01-18,-0.3,0.0,1.5,4호선,명동,74622,1
3407,중구,2020-01-19,1.2,0.5,2.3,4호선,명동,60069,1
3408,중구,2020-01-20,-0.2,0.0,3.0,4호선,명동,72855,0
3409,중구,2020-01-21,-1.3,0.0,1.4,4호선,명동,69993,0
3410,중구,2020-01-22,2.0,0.0,2.5,4호선,명동,65921,0
3411,중구,2020-01-23,4.0,0.0,2.2,4호선,명동,64184,0
3412,중구,2020-01-24,2.5,0.0,1.6,4호선,명동,50733,1
3413,중구,2020-01-25,4.2,0.0,2.0,4호선,명동,56349,1
3414,중구,2020-01-26,4.6,0.0,3.7,4호선,명동,61917,1
3415,중구,2020-01-27,4.5,0.0,4.8,4호선,명동,48058,1
3416,중구,2020-01-28,5.8,0.0,3.5,4호선,명동,60595,0
3417,중구,2020-01-29,5.0,0.0,2.7,4호선,명동,62231,0
3418,중구,2020-01-30,4.6,0.0,2.7,4호선,명동,62937,0
3419,중구,2020-01-31,2.8,0.0,1.9,4호선,명동,61715,1
3420,중구,2020-02-01,1.8,0.0,1.5,4호선,명동,46391,1
3421,중구,2020-02-02,1.1,0.0,1.3,4호선,명동,40094,1
3422,중구,2020-02-03,-1.9,0.0,3.0,4호선,명동,59391,0
3423,중구,2020-02-04,-2.5,0.0,2.3,4호선,명동,59039,0
3424,중구,2020-02-05,-9.5,0.0,3.4,4호선,명동,57246,0
3425,중구,2020-02-06,-6.9,0.0,1.4,4호선,명동,55732,0
3426,중구,2020-02-07,-2.6,0.0,1.3,4호선,명동,56110,1
3427,중구,2020-02-08,-1.3,0.0,3.3,4호선,명동,43608,1
3428,중구,2020-02-09,-0.7,0.0,1.4,4호선,명동,39568,1
3429,중구,2020-02-10,3.7,0.0,1.6,4호선,명동,57582,0
3430,중구,2020-02-11,6.4,0.0,2.1,4호선,명동,56492,0
3431,중구,2020-02-12,6.0,6.5,3.3,4호선,명동,53629,0
3432,중구,2020-02-13,5.8,0.0,1.4,4호선,명동,56347,0
3433,중구,2020-02-14,8.0,0.0,1.2,4호선,명동,58237,1
3434,중구,2020-02-15,8.5,2.0,3.5,4호선,명동,45793,1
3435,중구,2020-02-16,-2.9,7.5,3.4,4호선,명동,37643,1
3436,중구,2020-02-17,-7.4,0.0,3.5,4호선,명동,56303,0
3437,중구,2020-02-18,-4.9,0.0,2.6,4호선,명동,57689,0
3438,중구,2020-02-19,0.3,0.0,1.4,4호선,명동,57232,0
3439,중구,2020-02-20,4.0,0.0,2.0,4호선,명동,54559,0
3440,중구,2020-02-21,5.9,5.0,1.9,4호선,명동,52742,1
3441,중구,2020-02-22,2.6,2.5,4.1,4호선,명동,39189,1
3442,중구,2020-02-23,2.0,0.0,1.7,4호선,명동,31689,1
3443,중구,2020-02-24,6.0,0.0,1.4,4호선,명동,46237,0
3444,중구,2020-02-25,5.1,8.0,4.6,4호선,명동,41706,0
3445,중구,2020-02-26,5.4,0.0,2.8,4호선,명동,40092,0
3446,중구,2020-02-27,5.1,0.0,2.4,4호선,명동,37540,0
3447,중구,2020-02-28,3.3,3.0,1.0,4호선,명동,32965,1
3448,중구,2020-02-29,6.5,0.5,1.5,4호선,명동,19221,1
3449,중구,2020-03-01,5.1,0.0,1.5,4호선,명동,12642,1
3450,중구,2020-03-02,2.5,0.0,2.4,4호선,명동,30914,0
3451,중구,2020-03-03,4.0,0.0,2.1,4호선,명동,29884,0
3452,중구,2020-03-04,0.9,0.0,3.5,4호선,명동,28604,0
3453,중구,2020-03-05,0.5,0.0,2.2,4호선,명동,29088,0
3454,중구,2020-03-06,3.3,0.0,1.3,4호선,명동,28983,1
3455,중구,2020-03-07,6.3,0.0,2.6,4호선,명동,16918,1
3456,중구,2020-03-08,9.1,0.0,1.7,4호선,명동,12250,1
3457,중구,2020-03-09,10.4,0.0,1.5,4호선,명동,28700,0
3458,중구,2020-03-10,5.1,12.0,3.1,4호선,명동,27174,0
3459,중구,2020-03-11,2.4,0.0,3.1,4호선,명동,28111,0
3460,중구,2020-03-12,6.4,0.0,1.6,4호선,명동,27598,0
3461,중구,2020-03-13,3.7,0.5,3.0,4호선,명동,27530,1
3462,중구,2020-03-14,3.1,0.0,2.4,4호선,명동,16794,1
3463,중구,2020-03-15,2.7,0.0,4.4,4호선,명동,11024,1
3464,중구,2020-03-16,3.2,0.0,1.8,4호선,명동,27749,0
3465,중구,2020-03-17,5.8,0.0,1.2,4호선,명동,27657,0
3466,중구,2020-03-18,10.2,0.0,1.2,4호선,명동,28088,0
3467,중구,2020-03-19,7.7,0.0,3.6,4호선,명동,26870,0
3468,중구,2020-03-20,8.2,0.0,2.0,4호선,명동,28737,1
3469,중구,2020-03-21,12.0,0.0,1.0,4호선,명동,16638,1
3470,중구,2020-03-22,10.1,0.0,3.1,4호선,명동,11993,1
3471,중구,2020-03-23,10.2,0.0,2.0,4호선,명동,28606,0
3472,중구,2020-03-24,11.1,0.0,1.9,4호선,명동,28413,0
3473,중구,2020-03-25,12.7,0.0,1.9,4호선,명동,28738,0
3474,중구,2020-03-26,13.9,1.5,2.0,4호선,명동,27741,0
3475,중구,2020-03-27,10.5,3.5,3.4,4호선,명동,28922,1
3476,중구,2020-03-28,6.8,0.0,3.4,4호선,명동,17535,1
3477,중구,2020-03-29,8.1,0.0,2.1,4호선,명동,11800,1
3478,중구,2020-03-30,10.0,0.0,1.4,4호선,명동,28339,0
3479,중구,2020-03-31,11.7,0.0,1.8,4호선,명동,28978,0
3480,중구,2020-04-01,10.5,0.0,3.4,4호선,명동,28891,0
3481,중구,2020-04-02,9.1,0.0,1.8,4호선,명동,28031,0
3482,중구,2020-04-03,9.1,0.0,1.9,4호선,명동,29289,1
3483,중구,2020-04-04,7.6,0.0,3.5,4호선,명동,18398,1
3484,중구,2020-04-05,6.7,0.0,2.4,4호선,명동,12506,1
3485,중구,2020-04-06,8.8,0.0,1.7,4호선,명동,28700,0
3486,중구,2020-04-07,10.1,0.0,1.4,4호선,명동,29703,0
3487,중구,2020-04-08,8.3,0.0,3.6,4호선,명동,29443,0
3488,중구,2020-04-09,7.8,0.0,2.3,4호선,명동,29666,0
3489,중구,2020-04-10,9.6,0.0,1.7,4호선,명동,30439,1
3490,중구,2020-04-11,9.1,0.0,1.5,4호선,명동,19156,1
3491,중구,2020-04-12,8.6,0.0,3.8,4호선,명동,12816,1
3492,중구,2020-04-13,10.9,0.0,4.1,4호선,명동,30130,0
3493,중구,2020-04-14,12.6,0.0,1.6,4호선,명동,30973,0
3494,중구,2020-04-15,13.5,0.0,1.4,4호선,명동,15831,1
3495,중구,2020-04-16,15.3,0.0,2.1,4호선,명동,30513,0
3496,중구,2020-04-17,10.9,6.5,1.6,4호선,명동,28999,1
3497,중구,2020-04-18,12.4,0.0,1.7,4호선,명동,20703,1
3498,중구,2020-04-19,10.8,10.0,2.4,4호선,명동,11860,1
3499,중구,2020-04-20,8.8,0.5,2.3,4호선,명동,30472,0
3500,중구,2020-04-21,6.5,0.0,3.2,4호선,명동,31016,0
3501,중구,2020-04-22,4.7,0.0,3.3,4호선,명동,30619,0
3502,중구,2020-04-23,6.9,0.0,2.9,4호선,명동,31375,0
3503,중구,2020-04-24,9.5,0.0,1.7,4호선,명동,32711,1
3504,중구,2020-04-25,12.8,0.0,1.7,4호선,명동,22464,1
3505,중구,2020-04-26,11.1,0.0,2.6,4호선,명동,16398,1
3506,중구,2020-04-27,12.1,0.0,1.8,4호선,명동,32456,0
3507,중구,2020-04-28,13.8,0.0,1.4,4호선,명동,33078,0
3508,중구,2020-04-29,15.0,0.0,0.9,4호선,명동,34704,0
3509,중구,2020-04-30,16.9,0.0,0.7,4호선,명동,22769,1
3510,중구,2020-05-01,19.8,0.0,0.5,4호선,명동,23796,1
3511,중구,2020-05-02,19.5,0.0,0.9,4호선,명동,24144,1
3512,중구,2020-05-03,20.2,0.0,1.9,4호선,명동,18460,1
3513,중구,2020-05-04,19.5,0.0,1.1,4호선,명동,31149,0
3514,중구,2020-05-05,15.3,0.0,1.2,4호선,명동,19548,1
3515,중구,2020-05-06,19.5,0.0,1.9,4호선,명동,34987,0
3516,중구,2020-05-07,19.7,0.0,1.9,4호선,명동,35470,0
3517,중구,2020-05-08,18.7,1.5,1.3,4호선,명동,36291,1
3518,중구,2020-05-09,12.8,13.0,2.7,4호선,명동,19570,1
3519,중구,2020-05-10,13.4,1.0,0.3,4호선,명동,17024,1
3520,중구,2020-05-11,15.6,3.5,0.8,4호선,명동,34341,0
3521,중구,2020-05-12,13.5,0.5,1.4,4호선,명동,34082,0
3522,중구,2020-05-13,15.9,0.0,1.0,4호선,명동,34372,0
3523,중구,2020-05-14,19.2,0.0,1.9,4호선,명동,33813,0
3524,중구,2020-05-15,14.5,7.5,2.9,4호선,명동,31801,1
3525,중구,2020-05-16,15.7,2.0,0.5,4호선,명동,21611,1
3526,중구,2020-05-17,18.4,0.0,1.0,4호선,명동,16333,1
3527,중구,2020-05-18,17.8,32.0,1.6,4호선,명동,31427,0
3528,영등포구,2019-01-01,-3.6,0.0,0.7,5호선,여의나루,6808,1
3529,영등포구,2019-01-02,-2.9,0.0,0.8,5호선,여의나루,16157,0
3530,영등포구,2019-01-03,-1.9,0.0,0.3,5호선,여의나루,16612,0
3531,영등포구,2019-01-04,0.4,0.0,0.6,5호선,여의나루,17182,1
3532,영등포구,2019-01-05,-1.6,0.0,1.1,5호선,여의나루,8410,1
3533,영등포구,2019-01-06,-1.5,0.0,0.7,5호선,여의나루,7440,1
3534,영등포구,2019-01-07,0.0,0.0,0.5,5호선,여의나루,16302,0
3535,영등포구,2019-01-08,-2.1,0.0,1.4,5호선,여의나루,16302,0
3536,영등포구,2019-01-09,-3.3,0.0,0.7,5호선,여의나루,16000,0
3537,영등포구,2019-01-10,0.3,0.0,0.9,5호선,여의나루,16267,0
3538,영등포구,2019-01-11,3.7,0.0,0.6,5호선,여의나루,17574,1
3539,영등포구,2019-01-12,3.8,0.0,0.4,5호선,여의나루,9360,1
3540,영등포구,2019-01-13,2.5,0.0,0.6,5호선,여의나루,7987,1
3541,영등포구,2019-01-14,2.8,0.0,0.4,5호선,여의나루,16032,0
3542,영등포구,2019-01-15,-0.7,0.0,1.5,5호선,여의나루,16045,0
3543,영등포구,2019-01-16,-4.2,0.0,1.3,5호선,여의나루,16504,0
3544,영등포구,2019-01-17,1.5,0.0,0.8,5호선,여의나루,16892,0
3545,영등포구,2019-01-18,2.2,0.0,0.5,5호선,여의나루,17684,1
3546,영등포구,2019-01-19,4.8,0.0,0.4,5호선,여의나루,10687,1
3547,영등포구,2019-01-20,-0.3,0.0,1.9,5호선,여의나루,8441,1
3548,영등포구,2019-01-21,0.8,0.0,0.7,5호선,여의나루,16180,0
3549,영등포구,2019-01-22,3.3,0.0,0.7,5호선,여의나루,17411,0
3550,영등포구,2019-01-23,3.5,0.0,1.0,5호선,여의나루,17193,0
3551,영등포구,2019-01-24,1.6,0.0,0.4,5호선,여의나루,17242,0
3552,영등포구,2019-01-25,0.2,0.0,1.2,5호선,여의나루,17186,1
3553,영등포구,2019-01-26,-1.6,0.0,1.4,5호선,여의나루,10391,1
3554,영등포구,2019-01-27,1.2,0.0,0.9,5호선,여의나루,8270,1
3555,영등포구,2019-01-28,2.1,0.0,1.6,5호선,여의나루,16608,0
3556,영등포구,2019-01-29,1.2,0.0,0.6,5호선,여의나루,16915,0
3557,영등포구,2019-01-30,3.2,0.0,0.5,5호선,여의나루,17393,0
3558,영등포구,2019-01-31,-1.2,0.0,1.6,5호선,여의나루,16172,0
3559,영등포구,2019-02-01,-0.3,0.0,1.0,5호선,여의나루,15911,1
3560,영등포구,2019-02-02,3.4,0.0,0.2,5호선,여의나루,6389,1
3561,영등포구,2019-02-03,3.9,0.0,0.8,5호선,여의나루,5096,1
3562,영등포구,2019-02-04,0.9,0.0,0.7,5호선,여의나루,5804,1
3563,영등포구,2019-02-05,4.5,0.0,0.4,5호선,여의나루,6018,1
3564,영등포구,2019-02-06,6.2,0.0,0.5,5호선,여의나루,6377,1
3565,영등포구,2019-02-07,-1.3,0.0,1.7,5호선,여의나루,12053,0
3566,영등포구,2019-02-08,-5.4,0.0,1.0,5호선,여의나루,15123,1
3567,영등포구,2019-02-09,-4.3,0.0,1.6,5호선,여의나루,8335,1
3568,영등포구,2019-02-10,-3.9,0.0,0.9,5호선,여의나루,7418,1
3569,영등포구,2019-02-11,-1.6,0.0,1.2,5호선,여의나루,16782,0
3570,영등포구,2019-02-12,0.4,0.0,0.9,5호선,여의나루,17913,0
3571,영등포구,2019-02-13,-1.1,0.0,1.0,5호선,여의나루,18032,0
3572,영등포구,2019-02-14,0.2,0.0,0.9,5호선,여의나루,18532,0
3573,영등포구,2019-02-15,0.0,0.0,1.1,5호선,여의나루,18728,1
3574,영등포구,2019-02-16,-1.6,0.0,1.4,5호선,여의나루,10162,1
3575,영등포구,2019-02-17,-0.2,0.0,0.8,5호선,여의나루,9493,1
3576,영등포구,2019-02-18,2.2,2.0,0.4,5호선,여의나루,18054,0
3577,영등포구,2019-02-19,2.2,0.0,0.6,5호선,여의나루,17701,0
3578,영등포구,2019-02-20,3.0,0.0,1.0,5호선,여의나루,18040,0
3579,영등포구,2019-02-21,3.6,0.0,0.7,5호선,여의나루,18463,0
3580,영등포구,2019-02-22,5.3,0.0,0.5,5호선,여의나루,19956,1
3581,영등포구,2019-02-23,8.0,0.0,0.4,5호선,여의나루,17966,1
3582,영등포구,2019-02-24,7.5,0.0,0.7,5호선,여의나루,16468,1
3583,영등포구,2019-02-25,5.6,0.0,1.0,5호선,여의나루,19982,0
3584,영등포구,2019-02-26,6.3,0.0,0.6,5호선,여의나루,22101,0
3585,영등포구,2019-02-27,8.8,0.0,0.9,5호선,여의나루,21685,0
3586,영등포구,2019-02-28,7.9,0.0,0.8,5호선,여의나루,22564,0
3587,영등포구,2019-03-01,7.8,0.0,0.8,5호선,여의나루,22824,1
3588,영등포구,2019-03-02,8.9,0.0,0.5,5호선,여의나루,18193,1
3589,영등포구,2019-03-03,10.3,0.0,0.5,5호선,여의나루,15001,1
3590,영등포구,2019-03-04,10.2,0.0,0.8,5호선,여의나루,18376,0
3591,영등포구,2019-03-05,8.9,0.0,1.0,5호선,여의나루,17131,0
3592,영등포구,2019-03-06,9.2,0.0,0.4,5호선,여의나루,17637,0
3593,영등포구,2019-03-07,7.9,0.0,0.8,5호선,여의나루,19180,0
3594,영등포구,2019-03-08,7.2,0.0,0.5,5호선,여의나루,22396,1
3595,영등포구,2019-03-09,8.5,0.0,0.2,5호선,여의나루,22169,1
3596,영등포구,2019-03-10,11.0,0.0,0.2,5호선,여의나루,15938,1
3597,영등포구,2019-03-11,7.4,0.0,1.0,5호선,여의나루,18465,0
3598,영등포구,2019-03-12,4.9,0.0,1.4,5호선,여의나루,17344,0
3599,영등포구,2019-03-13,4.6,0.0,1.6,5호선,여의나루,18490,0
3600,영등포구,2019-03-14,6.2,0.0,1.3,5호선,여의나루,18398,0
3601,영등포구,2019-03-15,6.0,2.0,0.8,5호선,여의나루,18665,1
3602,영등포구,2019-03-16,5.5,0.0,1.0,5호선,여의나루,19762,1
3603,영등포구,2019-03-17,7.2,0.0,1.1,5호선,여의나루,21393,1
3604,영등포구,2019-03-18,8.2,0.0,0.8,5호선,여의나루,20291,0
3605,영등포구,2019-03-19,10.9,0.0,0.7,5호선,여의나루,22014,0
3606,영등포구,2019-03-20,11.3,18.5,0.7,5호선,여의나루,17551,0
3607,영등포구,2019-03-21,8.0,3.5,1.7,5호선,여의나루,18435,0
3608,영등포구,2019-03-22,4.4,0.0,1.6,5호선,여의나루,22123,1
3609,영등포구,2019-03-23,4.7,1.5,1.5,5호선,여의나루,13708,1
3610,영등포구,2019-03-24,5.6,0.0,1.4,5호선,여의나루,21023,1
3611,영등포구,2019-03-25,8.5,0.0,1.6,5호선,여의나루,19152,0
3612,영등포구,2019-03-26,11.8,0.0,1.2,5호선,여의나루,23496,0
3613,영등포구,2019-03-27,12.0,0.0,2.3,5호선,여의나루,19821,0
3614,영등포구,2019-03-28,10.0,0.0,1.4,5호선,여의나루,21920,0
3615,영등포구,2019-03-29,10.0,0.0,1.1,5호선,여의나루,29723,1
3616,영등포구,2019-03-30,5.9,3.5,1.9,5호선,여의나루,12350,1
3617,영등포구,2019-03-31,5.4,0.0,1.7,5호선,여의나루,15808,1
3618,영등포구,2019-04-01,6.7,0.0,1.4,5호선,여의나루,23341,0
3619,영등포구,2019-04-02,8.0,0.0,1.1,5호선,여의나루,26931,0
3620,영등포구,2019-04-03,8.9,0.0,1.2,5호선,여의나루,27055,0
3621,영등포구,2019-04-04,9.7,0.0,2.0,5호선,여의나루,33679,0
3622,영등포구,2019-04-05,12.0,0.0,1.7,5호선,여의나루,66537,1
3623,영등포구,2019-04-06,10.9,0.5,0.6,5호선,여의나루,52452,1
3624,영등포구,2019-04-07,13.2,0.0,0.9,5호선,여의나루,116222,1
3625,영등포구,2019-04-08,12.2,0.0,1.2,5호선,여의나루,62428,0
3626,영등포구,2019-04-09,10.3,15.0,1.4,5호선,여의나루,31935,0
3627,영등포구,2019-04-10,7.9,4.0,1.1,5호선,여의나루,28591,0
3628,영등포구,2019-04-11,10.6,0.0,0.8,5호선,여의나루,51775,0
3629,영등포구,2019-04-12,12.1,0.0,1.1,5호선,여의나루,66946,1
3630,영등포구,2019-04-13,12.8,0.0,1.0,5호선,여의나루,112272,1
3631,영등포구,2019-04-14,10.7,1.5,1.1,5호선,여의나루,25088,1
3632,영등포구,2019-04-15,12.9,0.0,1.2,5호선,여의나루,32979,0
3633,영등포구,2019-04-16,16.1,0.0,0.8,5호선,여의나루,31657,0
3634,영등포구,2019-04-17,16.4,0.0,1.1,5호선,여의나루,32545,0
3635,영등포구,2019-04-18,13.6,0.0,1.2,5호선,여의나루,22080,0
3636,영등포구,2019-04-19,14.6,0.0,0.9,5호선,여의나루,37327,1
3637,영등포구,2019-04-20,15.1,0.5,1.1,5호선,여의나루,49583,1
3638,영등포구,2019-04-21,15.0,0.5,0.9,5호선,여의나루,27039,1
3639,영등포구,2019-04-22,19.8,0.0,0.8,5호선,여의나루,28580,0
3640,영등포구,2019-04-23,21.0,0.0,0.7,5호선,여의나루,21735,0
3641,영등포구,2019-04-24,19.5,4.5,0.7,5호선,여의나루,24950,0
3642,영등포구,2019-04-25,14.0,7.5,1.1,5호선,여의나루,18031,0
3643,영등포구,2019-04-26,9.6,3.5,0.8,5호선,여의나루,21703,1
3644,영등포구,2019-04-27,12.8,0.0,0.8,5호선,여의나루,56178,1
3645,영등포구,2019-04-28,14.1,0.0,1.0,5호선,여의나루,32150,1
3646,영등포구,2019-04-29,14.5,0.0,0.4,5호선,여의나루,25414,0
3647,영등포구,2019-04-30,16.5,0.0,0.9,5호선,여의나루,35095,0
3648,영등포구,2019-05-01,16.9,0.0,1.5,5호선,여의나루,39013,1
3649,영등포구,2019-05-02,18.1,0.0,1.2,5호선,여의나루,42509,0
3650,영등포구,2019-05-03,18.9,0.0,1.2,5호선,여의나루,63483,1
3651,영등포구,2019-05-04,20.4,0.0,0.6,5호선,여의나루,67633,1
3652,영등포구,2019-05-05,20.1,0.0,1.1,5호선,여의나루,57481,1
3653,영등포구,2019-05-06,15.2,0.0,1.9,5호선,여의나루,67648,1
3654,영등포구,2019-05-07,16.1,0.0,1.5,5호선,여의나루,31504,0
3655,영등포구,2019-05-08,16.3,0.0,1.9,5호선,여의나루,27081,0
3656,영등포구,2019-05-09,17.0,0.0,1.7,5호선,여의나루,30298,0
3657,영등포구,2019-05-10,18.7,0.0,1.0,5호선,여의나루,46973,1
3658,영등포구,2019-05-11,20.9,0.0,1.0,5호선,여의나루,65065,1
3659,영등포구,2019-05-12,22.4,0.0,0.6,5호선,여의나루,43219,1
3660,영등포구,2019-05-13,19.7,0.0,0.6,5호선,여의나루,22916,0
3661,영등포구,2019-05-14,21.0,0.0,0.7,5호선,여의나루,28077,0
3662,영등포구,2019-05-15,21.6,0.0,0.9,5호선,여의나루,32125,0
3663,영등포구,2019-05-16,24.3,0.0,0.8,5호선,여의나루,27335,0
3664,영등포구,2019-05-17,24.3,0.0,0.5,5호선,여의나루,39081,1
3665,영등포구,2019-05-18,23.1,0.0,1.5,5호선,여의나루,52499,1
3666,영등포구,2019-05-19,19.6,17.0,0.8,5호선,여의나루,8412,1
3667,영등포구,2019-05-20,16.9,7.0,1.8,5호선,여의나루,24376,0
3668,영등포구,2019-05-21,17.9,0.0,2.1,5호선,여의나루,26587,0
3669,영등포구,2019-05-22,20.4,0.0,1.8,5호선,여의나루,27828,0
3670,영등포구,2019-05-23,22.8,0.0,1.2,5호선,여의나루,27730,0
3671,영등포구,2019-05-24,25.3,0.0,0.9,5호선,여의나루,36194,1
3672,영등포구,2019-05-25,24.4,0.0,1.0,5호선,여의나루,46924,1
3673,영등포구,2019-05-26,25.3,0.0,1.0,5호선,여의나루,32413,1
3674,영등포구,2019-05-27,18.4,3.5,1.8,5호선,여의나루,17448,0
3675,영등포구,2019-05-28,19.4,0.0,1.2,5호선,여의나루,26505,0
3676,영등포구,2019-05-29,21.1,0.0,1.3,5호선,여의나루,26376,0
3677,영등포구,2019-05-30,20.5,0.0,1.5,5호선,여의나루,22577,0
3678,영등포구,2019-05-31,19.8,0.0,1.6,5호선,여의나루,33008,1
3679,영등포구,2019-06-01,19.2,0.0,1.0,5호선,여의나루,42687,1
3680,영등포구,2019-06-02,22.4,0.0,0.8,5호선,여의나루,27555,1
3681,영등포구,2019-06-03,23.9,0.0,1.1,5호선,여의나루,22382,0
3682,영등포구,2019-06-04,23.4,0.0,1.3,5호선,여의나루,23147,0
3683,영등포구,2019-06-05,23.2,0.0,0.9,5호선,여의나루,27953,0
3684,영등포구,2019-06-06,21.7,5.5,0.6,5호선,여의나루,15663,1
3685,영등포구,2019-06-07,20.9,35.5,0.8,5호선,여의나루,20447,1
3686,영등포구,2019-06-08,23.0,0.0,0.7,5호선,여의나루,40605,1
3687,영등포구,2019-06-09,22.0,1.0,0.8,5호선,여의나루,13688,1
3688,영등포구,2019-06-10,19.4,12.5,0.8,5호선,여의나루,19650,0
3689,영등포구,2019-06-11,21.6,0.0,0.6,5호선,여의나루,23505,0
3690,영등포구,2019-06-12,22.8,0.0,0.9,5호선,여의나루,22998,0
3691,영등포구,2019-06-13,24.1,0.0,1.1,5호선,여의나루,23390,0
3692,영등포구,2019-06-14,23.8,0.0,1.0,5호선,여의나루,29557,1
3693,영등포구,2019-06-15,22.8,2.5,1.0,5호선,여의나루,30669,1
3694,영등포구,2019-06-16,22.9,0.0,0.7,5호선,여의나루,23960,1
3695,영등포구,2019-06-17,22.0,0.0,1.3,5호선,여의나루,23862,0
3696,영등포구,2019-06-18,21.2,26.0,1.0,5호선,여의나루,18535,0
3697,영등포구,2019-06-19,22.2,0.5,0.6,5호선,여의나루,21502,0
3698,영등포구,2019-06-20,23.0,0.0,0.7,5호선,여의나루,25921,0
