,구,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),노선명,역명,승하차인원,휴일여부
917,서초구,2020-02-18,-2.9,0.0,1.9,3호선,고속터미널,87188,0
918,서초구,2020-02-19,1.1,0.0,1.1,3호선,고속터미널,86704,0
919,서초구,2020-02-20,5.2,0.0,1.2,3호선,고속터미널,86487,0
920,서초구,2020-02-21,7.1,3.0,1.3,3호선,고속터미널,91705,1
921,서초구,2020-02-22,4.7,2.5,2.4,3호선,고속터미널,77939,1
922,서초구,2020-02-23,2.9,0.0,1.5,3호선,고속터미널,52534,1
923,서초구,2020-02-24,7.1,0.0,1.2,3호선,고속터미널,57202,0
924,서초구,2020-02-25,6.5,19.0,1.4,3호선,고속터미널,51004,0
925,서초구,2020-02-26,7.4,0.0,1.5,3호선,고속터미널,50255,0
926,서초구,2020-02-27,6.6,0.0,1.2,3호선,고속터미널,49201,0
927,서초구,2020-02-28,4.5,3.5,1.0,3호선,고속터미널,48250,1
928,서초구,2020-02-29,7.8,0.5,1.1,3호선,고속터미널,40251,1
929,서초구,2020-03-01,5.9,0.0,1.3,3호선,고속터미널,32487,1
930,서초구,2020-03-02,3.9,0.0,2.0,3호선,고속터미널,44796,0
931,서초구,2020-03-03,5.5,0.0,1.5,3호선,고속터미널,43448,0
932,서초구,2020-03-04,2.8,0.0,2.5,3호선,고속터미널,44060,0
933,서초구,2020-03-05,1.7,0.0,2.0,3호선,고속터미널,45571,0
934,서초구,2020-03-06,3.8,0.0,1.3,3호선,고속터미널,55717,1
935,서초구,2020-03-07,6.8,0.0,1.2,3호선,고속터미널,46545,1
936,서초구,2020-03-08,8.8,0.0,1.3,3호선,고속터미널,40433,1
937,서초구,2020-03-09,10.9,0.0,1.3,3호선,고속터미널,51274,0
938,서초구,2020-03-10,7.0,9.0,2.3,3호선,고속터미널,45778,0
939,서초구,2020-03-11,3.8,0.0,2.4,3호선,고속터미널,48853,0
940,서초구,2020-03-12,7.2,0.0,1.6,3호선,고속터미널,49390,0
941,서초구,2020-03-13,5.5,0.0,2.7,3호선,고속터미널,60005,1
942,서초구,2020-03-14,4.6,0.0,1.9,3호선,고속터미널,52873,1
943,서초구,2020-03-15,4.5,0.0,2.7,3호선,고속터미널,42166,1
944,서초구,2020-03-16,4.3,0.0,1.7,3호선,고속터미널,48917,0
945,서초구,2020-03-17,7.5,0.0,1.7,3호선,고속터미널,49303,0
946,서초구,2020-03-18,10.0,0.0,1.5,3호선,고속터미널,51916,0
947,서초구,2020-03-19,9.7,0.0,2.8,3호선,고속터미널,49196,0
948,서초구,2020-03-20,9.0,0.0,1.6,3호선,고속터미널,63942,1
949,서초구,2020-03-21,13.1,0.0,1.5,3호선,고속터미널,57588,1
950,서초구,2020-03-22,11.8,0.0,2.4,3호선,고속터미널,47607,1
951,서초구,2020-03-23,10.8,0.0,1.5,3호선,고속터미널,53260,0
952,서초구,2020-03-24,11.4,0.0,1.4,3호선,고속터미널,51472,0
953,서초구,2020-03-25,12.7,0.0,1.6,3호선,고속터미널,53136,0
954,서초구,2020-03-26,14.5,1.5,1.4,3호선,고속터미널,52794,0
955,서초구,2020-03-27,12.3,5.5,2.6,3호선,고속터미널,65309,1
956,서초구,2020-03-28,8.3,0.0,2.6,3호선,고속터미널,57489,1
957,서초구,2020-03-29,8.5,0.0,1.4,3호선,고속터미널,47959,1
958,서초구,2020-03-30,10.0,0.0,1.4,3호선,고속터미널,54159,0
959,서초구,2020-03-31,11.7,0.0,1.6,3호선,고속터미널,53249,0
960,서초구,2020-04-01,11.6,0.0,2.3,3호선,고속터미널,52734,0
961,서초구,2020-04-02,9.8,0.0,1.4,3호선,고속터미널,54188,0
962,서초구,2020-04-03,10.1,0.0,1.6,3호선,고속터미널,67986,1
963,서초구,2020-04-04,9.2,0.0,2.8,3호선,고속터미널,61536,1
964,서초구,2020-04-05,7.7,0.0,2.0,3호선,고속터미널,48396,1
965,서초구,2020-04-06,9.6,0.0,1.5,3호선,고속터미널,55589,0
966,서초구,2020-04-07,10.9,0.0,1.5,3호선,고속터미널,54034,0
967,서초구,2020-04-08,10.1,0.0,2.5,3호선,고속터미널,55061,0
968,서초구,2020-04-09,9.2,0.0,1.9,3호선,고속터미널,55242,0
969,서초구,2020-04-10,10.5,0.0,1.4,3호선,고속터미널,69298,1
970,서초구,2020-04-11,9.9,0.0,1.5,3호선,고속터미널,63975,1
971,서초구,2020-04-12,9.4,0.0,1.8,3호선,고속터미널,50595,1
972,서초구,2020-04-13,12.3,0.0,1.8,3호선,고속터미널,57478,0
973,서초구,2020-04-14,12.9,0.0,1.7,3호선,고속터미널,62612,0
974,서초구,2020-04-15,13.3,0.0,1.4,3호선,고속터미널,50277,1
975,서초구,2020-04-16,16.2,0.0,1.6,3호선,고속터미널,59076,0
976,서초구,2020-04-17,12.5,8.0,1.4,3호선,고속터미널,70534,1
977,서초구,2020-04-18,14.1,0.0,1.6,3호선,고속터미널,72365,1
978,서초구,2020-04-19,12.3,11.5,1.3,3호선,고속터미널,54557,1
979,서초구,2020-04-20,10.8,0.5,1.8,3호선,고속터미널,59132,0
980,서초구,2020-04-21,8.2,0.0,2.4,3호선,고속터미널,61015,0
981,서초구,2020-04-22,6.9,0.0,2.8,3호선,고속터미널,61977,0
982,서초구,2020-04-23,8.8,0.0,2.4,3호선,고속터미널,63357,0
983,서초구,2020-04-24,10.5,0.0,1.8,3호선,고속터미널,79272,1
984,서초구,2020-04-25,14.1,0.0,1.9,3호선,고속터미널,78676,1
985,서초구,2020-04-26,12.9,0.0,1.9,3호선,고속터미널,62190,1
986,서초구,2020-04-27,13.2,0.0,1.6,3호선,고속터미널,66770,0
987,서초구,2020-04-28,14.3,0.0,1.5,3호선,고속터미널,68934,0
988,서초구,2020-04-29,15.0,0.0,1.6,3호선,고속터미널,86961,0
989,서초구,2020-04-30,17.6,0.0,1.5,3호선,고속터미널,80438,1
990,서초구,2020-05-01,21.3,0.0,1.4,3호선,고속터미널,81841,1
991,서초구,2020-05-02,21.2,0.0,1.3,3호선,고속터미널,83487,1
992,서초구,2020-05-03,21.7,0.0,1.3,3호선,고속터미널,71031,1
993,서초구,2020-05-04,20.6,0.0,1.5,3호선,고속터미널,79156,0
994,서초구,2020-05-05,15.8,0.0,1.1,3호선,고속터미널,68696,1
995,서초구,2020-05-06,19.6,0.0,1.5,3호선,고속터미널,74982,0
996,서초구,2020-05-07,21.1,0.0,1.8,3호선,고속터미널,79744,0
997,서초구,2020-05-08,19.9,3.0,1.6,3호선,고속터미널,97079,1
998,서초구,2020-05-09,14.7,22.5,1.2,3호선,고속터미널,86202,1
999,서초구,2020-05-10,14.8,0.5,1.1,3호선,고속터미널,72049,1
1000,서초구,2020-05-11,17.1,3.0,1.6,3호선,고속터미널,71082,0
1001,서초구,2020-05-12,14.9,1.0,1.8,3호선,고속터미널,68875,0
1002,서초구,2020-05-13,16.1,0.0,1.6,3호선,고속터미널,69801,0
1003,서초구,2020-05-14,19.7,0.0,1.2,3호선,고속터미널,70149,0
1004,서초구,2020-05-15,16.0,10.0,1.7,3호선,고속터미널,82554,1
1005,서초구,2020-05-16,17.3,1.0,0.8,3호선,고속터미널,80678,1
1006,서초구,2020-05-17,20.0,0.0,1.2,3호선,고속터미널,64649,1
1007,서초구,2020-05-18,19.4,23.0,1.8,3호선,고속터미널,66343,0
1008,송파구,2019-01-01,-3.3,0.0,1.5,2호선,잠실(송파구청),91401,1
1009,송파구,2019-01-02,-3.1,0.0,1.3,2호선,잠실(송파구청),168694,0
1010,송파구,2019-01-03,-1.3,0.0,1.0,2호선,잠실(송파구청),178310,0
1011,송파구,2019-01-04,0.0,0.0,1.0,2호선,잠실(송파구청),188245,1
1012,송파구,2019-01-05,-1.0,0.0,1.9,2호선,잠실(송파구청),160300,1
1013,송파구,2019-01-06,-1.2,0.0,1.2,2호선,잠실(송파구청),113563,1
1014,송파구,2019-01-07,-0.3,0.0,1.1,2호선,잠실(송파구청),169149,0
1015,송파구,2019-01-08,-1.9,0.0,2.7,2호선,잠실(송파구청),176453,0
1016,송파구,2019-01-09,-3.3,0.0,1.3,2호선,잠실(송파구청),173101,0
1017,송파구,2019-01-10,0.6,0.0,1.1,2호선,잠실(송파구청),179213,0
1018,송파구,2019-01-11,3.3,0.0,1.2,2호선,잠실(송파구청),186876,1
1019,송파구,2019-01-12,4.3,0.0,1.0,2호선,잠실(송파구청),165159,1
1020,송파구,2019-01-13,2.8,0.0,1.0,2호선,잠실(송파구청),118920,1
1021,송파구,2019-01-14,2.5,0.0,0.8,2호선,잠실(송파구청),165362,0
1022,송파구,2019-01-15,-0.5,0.0,2.6,2호선,잠실(송파구청),176111,0
1023,송파구,2019-01-16,-4.1,0.0,1.9,2호선,잠실(송파구청),176860,0
1024,송파구,2019-01-17,0.9,0.0,1.8,2호선,잠실(송파구청),179995,0
1025,송파구,2019-01-18,2.0,0.0,1.2,2호선,잠실(송파구청),190365,1
1026,송파구,2019-01-19,4.6,0.0,0.9,2호선,잠실(송파구청),164923,1
1027,송파구,2019-01-20,-0.2,0.0,3.1,2호선,잠실(송파구청),118237,1
1028,송파구,2019-01-21,0.6,0.0,1.6,2호선,잠실(송파구청),170939,0
1029,송파구,2019-01-22,3.2,0.0,1.2,2호선,잠실(송파구청),178100,0
1030,송파구,2019-01-23,3.3,0.0,2.0,2호선,잠실(송파구청),183076,0
1031,송파구,2019-01-24,1.7,0.0,1.3,2호선,잠실(송파구청),184712,0
1032,송파구,2019-01-25,0.1,0.0,2.3,2호선,잠실(송파구청),190284,1
1033,송파구,2019-01-26,-1.0,0.0,2.0,2호선,잠실(송파구청),166427,1
1034,송파구,2019-01-27,1.2,0.0,1.3,2호선,잠실(송파구청),119482,1
1035,송파구,2019-01-28,2.1,0.0,2.7,2호선,잠실(송파구청),171243,0
1036,송파구,2019-01-29,1.6,0.0,1.1,2호선,잠실(송파구청),178502,0
1037,송파구,2019-01-30,3.1,0.0,1.2,2호선,잠실(송파구청),177554,0
1038,송파구,2019-01-31,-0.4,0.0,2.0,2호선,잠실(송파구청),174997,0
1039,송파구,2019-02-01,-0.5,0.0,1.5,2호선,잠실(송파구청),173606,1
1040,송파구,2019-02-02,2.8,0.0,1.4,2호선,잠실(송파구청),127327,1
1041,송파구,2019-02-03,4.1,0.0,1.3,2호선,잠실(송파구청),93779,1
1042,송파구,2019-02-04,1.2,0.0,2.0,2호선,잠실(송파구청),83577,1
1043,송파구,2019-02-05,3.9,0.0,1.3,2호선,잠실(송파구청),74419,1
1044,송파구,2019-02-06,6.1,0.0,1.1,2호선,잠실(송파구청),105586,1
1045,송파구,2019-02-07,-0.8,0.0,2.8,2호선,잠실(송파구청),172011,0
1046,송파구,2019-02-08,-4.5,0.0,1.8,2호선,잠실(송파구청),185881,1
1047,송파구,2019-02-09,-4.0,0.0,2.3,2호선,잠실(송파구청),168942,1
1048,송파구,2019-02-10,-3.7,0.0,1.5,2호선,잠실(송파구청),120140,1
1049,송파구,2019-02-11,-1.6,0.0,2.0,2호선,잠실(송파구청),176748,0
1050,송파구,2019-02-12,0.8,0.0,1.5,2호선,잠실(송파구청),186349,0
1051,송파구,2019-02-13,-0.5,0.0,1.8,2호선,잠실(송파구청),188349,0
1052,송파구,2019-02-14,0.8,0.0,1.3,2호선,잠실(송파구청),188669,0
1053,송파구,2019-02-15,0.4,0.0,1.6,2호선,잠실(송파구청),193040,1
1054,송파구,2019-02-16,-1.2,0.0,2.2,2호선,잠실(송파구청),180625,1
1055,송파구,2019-02-17,0.1,0.0,1.7,2호선,잠실(송파구청),134047,1
1056,송파구,2019-02-18,2.2,3.0,1.1,2호선,잠실(송파구청),182911,0
1057,송파구,2019-02-19,2.3,0.0,1.2,2호선,잠실(송파구청),178208,0
1058,송파구,2019-02-20,2.9,0.0,1.8,2호선,잠실(송파구청),190186,0
1059,송파구,2019-02-21,3.7,0.0,1.1,2호선,잠실(송파구청),192218,0
1060,송파구,2019-02-22,5.0,0.0,1.1,2호선,잠실(송파구청),197611,1
1061,송파구,2019-02-23,7.8,0.0,1.1,2호선,잠실(송파구청),183885,1
1062,송파구,2019-02-24,7.2,0.0,1.1,2호선,잠실(송파구청),138546,1
1063,송파구,2019-02-25,6.3,0.0,1.3,2호선,잠실(송파구청),185081,0
1064,송파구,2019-02-26,7.4,0.0,1.2,2호선,잠실(송파구청),199285,0
1065,송파구,2019-02-27,9.1,0.0,1.2,2호선,잠실(송파구청),197000,0
1066,송파구,2019-02-28,8.2,0.0,1.1,2호선,잠실(송파구청),202201,0
1067,송파구,2019-03-01,7.9,0.0,1.4,2호선,잠실(송파구청),167902,1
1068,송파구,2019-03-02,9.0,0.0,0.9,2호선,잠실(송파구청),164526,1
1069,송파구,2019-03-03,10.5,0.0,1.0,2호선,잠실(송파구청),115204,1
1070,송파구,2019-03-04,11.0,0.0,1.1,2호선,잠실(송파구청),153244,0
1071,송파구,2019-03-05,9.1,0.0,1.4,2호선,잠실(송파구청),162599,0
1072,송파구,2019-03-06,9.5,0.0,1.5,2호선,잠실(송파구청),167224,0
1073,송파구,2019-03-07,8.4,0.0,1.6,2호선,잠실(송파구청),173912,0
1074,송파구,2019-03-08,7.1,0.0,1.7,2호선,잠실(송파구청),185728,1
1075,송파구,2019-03-09,8.5,0.0,1.3,2호선,잠실(송파구청),175668,1
1076,송파구,2019-03-10,10.9,0.0,1.4,2호선,잠실(송파구청),122526,1
1077,송파구,2019-03-11,8.1,0.0,1.5,2호선,잠실(송파구청),164653,0
1078,송파구,2019-03-12,5.3,0.0,2.3,2호선,잠실(송파구청),167616,0
1079,송파구,2019-03-13,4.7,0.0,2.6,2호선,잠실(송파구청),169379,0
1080,송파구,2019-03-14,6.2,0.0,1.7,2호선,잠실(송파구청),177123,0
1081,송파구,2019-03-15,6.0,8.5,1.6,2호선,잠실(송파구청),181314,1
1082,송파구,2019-03-16,5.5,0.0,1.4,2호선,잠실(송파구청),172516,1
1083,송파구,2019-03-17,7.3,0.0,1.5,2호선,잠실(송파구청),132657,1
1084,송파구,2019-03-18,8.2,0.0,1.4,2호선,잠실(송파구청),169090,0
1085,송파구,2019-03-19,11.1,0.0,1.3,2호선,잠실(송파구청),170559,0
1086,송파구,2019-03-20,11.2,17.0,1.1,2호선,잠실(송파구청),164098,0
1087,송파구,2019-03-21,8.3,4.0,2.2,2호선,잠실(송파구청),171123,0
1088,송파구,2019-03-22,4.3,0.0,2.8,2호선,잠실(송파구청),189574,1
1089,송파구,2019-03-23,4.7,2.5,2.4,2호선,잠실(송파구청),174788,1
1090,송파구,2019-03-24,5.5,0.0,1.7,2호선,잠실(송파구청),124969,1
1091,송파구,2019-03-25,8.3,0.0,1.9,2호선,잠실(송파구청),164306,0
1092,송파구,2019-03-26,12.3,0.0,1.3,2호선,잠실(송파구청),169385,0
1093,송파구,2019-03-27,12.8,0.0,2.3,2호선,잠실(송파구청),172805,0
1094,송파구,2019-03-28,10.4,0.0,1.9,2호선,잠실(송파구청),175847,0
1095,송파구,2019-03-29,10.0,0.0,2.0,2호선,잠실(송파구청),193999,1
1096,송파구,2019-03-30,6.3,2.0,1.9,2호선,잠실(송파구청),171568,1
1097,송파구,2019-03-31,5.3,0.0,2.7,2호선,잠실(송파구청),125709,1
1098,송파구,2019-04-01,6.7,0.0,2.3,2호선,잠실(송파구청),170954,0
1099,송파구,2019-04-02,8.1,0.0,1.9,2호선,잠실(송파구청),174412,0
1100,송파구,2019-04-03,8.4,0.0,1.7,2호선,잠실(송파구청),181597,0
1101,송파구,2019-04-04,10.1,0.0,2.1,2호선,잠실(송파구청),188112,0
1102,송파구,2019-04-05,12.1,0.0,2.1,2호선,잠실(송파구청),231199,1
1103,송파구,2019-04-06,10.2,0.0,1.3,2호선,잠실(송파구청),228690,1
1104,송파구,2019-04-07,13.3,0.0,1.6,2호선,잠실(송파구청),226301,1
1105,송파구,2019-04-08,12.9,0.0,2.0,2호선,잠실(송파구청),212412,0
1106,송파구,2019-04-09,10.3,11.5,2.0,2호선,잠실(송파구청),192025,0
1107,송파구,2019-04-10,8.2,3.0,1.3,2호선,잠실(송파구청),187916,0
1108,송파구,2019-04-11,10.4,0.0,1.2,2호선,잠실(송파구청),211853,0
1109,송파구,2019-04-12,12.5,0.0,1.5,2호선,잠실(송파구청),235188,1
1110,송파구,2019-04-13,12.9,0.0,1.6,2호선,잠실(송파구청),234961,1
1111,송파구,2019-04-14,10.9,1.5,2.0,2호선,잠실(송파구청),127803,1
1112,송파구,2019-04-15,12.8,0.0,1.4,2호선,잠실(송파구청),172931,0
1113,송파구,2019-04-16,15.9,0.0,1.3,2호선,잠실(송파구청),180832,0
1114,송파구,2019-04-17,16.3,0.0,1.5,2호선,잠실(송파구청),180216,0
1115,송파구,2019-04-18,14.3,0.0,1.5,2호선,잠실(송파구청),177526,0
1116,송파구,2019-04-19,14.1,0.0,1.7,2호선,잠실(송파구청),185592,1
1117,송파구,2019-04-20,15.0,0.0,1.7,2호선,잠실(송파구청),168626,1
1118,송파구,2019-04-21,16.0,0.5,1.3,2호선,잠실(송파구청),116943,1
1119,송파구,2019-04-22,20.0,0.0,1.1,2호선,잠실(송파구청),167121,0
1120,송파구,2019-04-23,21.1,0.0,1.1,2호선,잠실(송파구청),169034,0
1121,송파구,2019-04-24,19.7,7.0,1.2,2호선,잠실(송파구청),176409,0
1122,송파구,2019-04-25,14.3,11.0,1.6,2호선,잠실(송파구청),177794,0
1123,송파구,2019-04-26,9.8,2.5,1.7,2호선,잠실(송파구청),196220,1
1124,송파구,2019-04-27,12.8,0.0,1.5,2호선,잠실(송파구청),187041,1
1125,송파구,2019-04-28,13.9,0.0,1.3,2호선,잠실(송파구청),131173,1
1126,송파구,2019-04-29,13.8,0.0,1.0,2호선,잠실(송파구청),176611,0
1127,송파구,2019-04-30,16.2,0.0,1.4,2호선,잠실(송파구청),192266,0
1128,송파구,2019-05-01,17.3,0.0,1.8,2호선,잠실(송파구청),163683,1
1129,송파구,2019-05-02,18.2,0.0,1.5,2호선,잠실(송파구청),193125,0
1130,송파구,2019-05-03,18.9,0.0,1.5,2호선,잠실(송파구청),214297,1
1131,송파구,2019-05-04,20.5,0.0,1.4,2호선,잠실(송파구청),261866,1
1132,송파구,2019-05-05,20.4,0.0,1.6,2호선,잠실(송파구청),142364,1
1133,송파구,2019-05-06,15.1,0.0,2.9,2호선,잠실(송파구청),140014,1
1134,송파구,2019-05-07,16.0,0.0,1.8,2호선,잠실(송파구청),181219,0
1135,송파구,2019-05-08,16.7,0.0,2.0,2호선,잠실(송파구청),176225,0
1136,송파구,2019-05-09,17.1,0.0,1.8,2호선,잠실(송파구청),179629,0
1137,송파구,2019-05-10,18.5,0.0,1.6,2호선,잠실(송파구청),198856,1
1138,송파구,2019-05-11,21.1,0.0,1.4,2호선,잠실(송파구청),179713,1
1139,송파구,2019-05-12,22.3,0.0,1.2,2호선,잠실(송파구청),132263,1
1140,송파구,2019-05-13,19.5,0.0,1.4,2호선,잠실(송파구청),165369,0
1141,송파구,2019-05-14,20.8,0.0,1.4,2호선,잠실(송파구청),174752,0
1142,송파구,2019-05-15,21.6,0.0,1.4,2호선,잠실(송파구청),184153,0
1143,송파구,2019-05-16,24.1,0.0,1.6,2호선,잠실(송파구청),183389,0
1144,송파구,2019-05-17,24.2,0.0,1.1,2호선,잠실(송파구청),196997,1
1145,송파구,2019-05-18,22.8,0.0,2.3,2호선,잠실(송파구청),179355,1
1146,송파구,2019-05-19,20.1,16.5,1.4,2호선,잠실(송파구청),123586,1
1147,송파구,2019-05-20,17.2,2.5,2.3,2호선,잠실(송파구청),168427,0
1148,송파구,2019-05-21,17.9,0.0,2.3,2호선,잠실(송파구청),172807,0
1149,송파구,2019-05-22,20.8,0.0,2.1,2호선,잠실(송파구청),175635,0
1150,송파구,2019-05-23,23.0,0.0,1.5,2호선,잠실(송파구청),178202,0
1151,송파구,2019-05-24,25.3,0.0,1.2,2호선,잠실(송파구청),200223,1
1152,송파구,2019-05-25,24.6,0.0,1.5,2호선,잠실(송파구청),185337,1
1153,송파구,2019-05-26,25.4,0.0,1.3,2호선,잠실(송파구청),133255,1
1154,송파구,2019-05-27,18.4,5.5,2.4,2호선,잠실(송파구청),155320,0
1155,송파구,2019-05-28,19.3,0.0,2.0,2호선,잠실(송파구청),174062,0
1156,송파구,2019-05-29,21.2,0.0,1.8,2호선,잠실(송파구청),173749,0
1157,송파구,2019-05-30,20.6,0.0,2.1,2호선,잠실(송파구청),177677,0
1158,송파구,2019-05-31,19.8,0.0,1.9,2호선,잠실(송파구청),189495,1
1159,송파구,2019-06-01,19.9,0.0,1.6,2호선,잠실(송파구청),167812,1
1160,송파구,2019-06-02,22.2,0.0,1.5,2호선,잠실(송파구청),118231,1
1161,송파구,2019-06-03,24.0,0.0,1.6,2호선,잠실(송파구청),164563,0
1162,송파구,2019-06-04,23.8,0.0,1.7,2호선,잠실(송파구청),172986,0
1163,송파구,2019-06-05,23.8,0.0,1.5,2호선,잠실(송파구청),186176,0
1164,송파구,2019-06-06,21.9,6.0,1.4,2호선,잠실(송파구청),141223,1
1165,송파구,2019-06-07,20.4,37.0,2.1,2호선,잠실(송파구청),176384,1
1166,송파구,2019-06-08,22.6,0.0,1.4,2호선,잠실(송파구청),164021,1
1167,송파구,2019-06-09,22.3,0.0,1.7,2호선,잠실(송파구청),110302,1
1168,송파구,2019-06-10,19.3,11.0,1.8,2호선,잠실(송파구청),161942,0
1169,송파구,2019-06-11,21.3,0.0,1.5,2호선,잠실(송파구청),169403,0
1170,송파구,2019-06-12,22.5,0.0,1.5,2호선,잠실(송파구청),170558,0
1171,송파구,2019-06-13,24.0,0.0,1.7,2호선,잠실(송파구청),173474,0
1172,송파구,2019-06-14,24.0,0.0,1.4,2호선,잠실(송파구청),182011,1
1173,송파구,2019-06-15,22.7,2.5,1.8,2호선,잠실(송파구청),164136,1
1174,송파구,2019-06-16,22.6,0.0,1.4,2호선,잠실(송파구청),116181,1
1175,송파구,2019-06-17,22.5,0.0,1.6,2호선,잠실(송파구청),160875,0
1176,송파구,2019-06-18,21.3,8.0,1.5,2호선,잠실(송파구청),170865,0
1177,송파구,2019-06-19,22.1,0.0,1.5,2호선,잠실(송파구청),172020,0
1178,송파구,2019-06-20,23.5,0.0,1.6,2호선,잠실(송파구청),184759,0
1179,송파구,2019-06-21,22.7,0.0,1.8,2호선,잠실(송파구청),188485,1
1180,송파구,2019-06-22,24.5,0.0,1.8,2호선,잠실(송파구청),175814,1
1181,송파구,2019-06-23,25.0,0.0,1.4,2호선,잠실(송파구청),124100,1
1182,송파구,2019-06-24,25.4,0.0,1.4,2호선,잠실(송파구청),176640,0
1183,송파구,2019-06-25,26.5,0.0,1.5,2호선,잠실(송파구청),181469,0
1184,송파구,2019-06-26,25.7,0.0,1.4,2호선,잠실(송파구청),178439,0
1185,송파구,2019-06-27,26.0,0.0,1.4,2호선,잠실(송파구청),176665,0
1186,송파구,2019-06-28,25.2,0.0,1.4,2호선,잠실(송파구청),187362,1
1187,송파구,2019-06-29,23.5,2.0,1.3,2호선,잠실(송파구청),164460,1
1188,송파구,2019-06-30,24.6,0.0,1.6,2호선,잠실(송파구청),118790,1
1189,송파구,2019-07-01,24.1,0.0,1.5,2호선,잠실(송파구청),165844,0
1190,송파구,2019-07-02,24.9,0.0,1.7,2호선,잠실(송파구청),176867,0
1191,송파구,2019-07-03,24.8,0.0,1.5,2호선,잠실(송파구청),179881,0
1192,송파구,2019-07-04,26.3,0.0,1.5,2호선,잠실(송파구청),183534,0
1193,송파구,2019-07-05,28.5,0.0,1.4,2호선,잠실(송파구청),197467,1
1194,송파구,2019-07-06,29.8,0.0,1.9,2호선,잠실(송파구청),174683,1
1195,송파구,2019-07-07,26.7,0.0,2.4,2호선,잠실(송파구청),123104,1
1196,송파구,2019-07-08,25.0,0.0,2.1,2호선,잠실(송파구청),170357,0
1197,송파구,2019-07-09,25.1,0.0,1.9,2호선,잠실(송파구청),182482,0
1198,송파구,2019-07-10,22.8,13.0,2.2,2호선,잠실(송파구청),176667,0
1199,송파구,2019-07-11,22.0,3.5,1.7,2호선,잠실(송파구청),178024,0
1200,송파구,2019-07-12,24.1,0.0,1.5,2호선,잠실(송파구청),193580,1
1201,송파구,2019-07-13,25.4,0.0,1.5,2호선,잠실(송파구청),172434,1
1202,송파구,2019-07-14,26.3,0.0,1.2,2호선,잠실(송파구청),126178,1
1203,송파구,2019-07-15,24.2,23.5,1.2,2호선,잠실(송파구청),160909,0
1204,송파구,2019-07-16,25.4,0.0,1.3,2호선,잠실(송파구청),175629,0
1205,송파구,2019-07-17,26.6,0.0,1.2,2호선,잠실(송파구청),180451,0
1206,송파구,2019-07-18,27.9,1.5,1.1,2호선,잠실(송파구청),184313,0
1207,송파구,2019-07-19,28.6,0.0,1.8,2호선,잠실(송파구청),191666,1
1208,송파구,2019-07-20,28.7,0.0,2.3,2호선,잠실(송파구청),163762,1
1209,송파구,2019-07-21,25.5,8.0,1.8,2호선,잠실(송파구청),121713,1
1210,송파구,2019-07-22,27.7,0.0,1.4,2호선,잠실(송파구청),173127,0
1211,송파구,2019-07-23,28.8,0.0,1.4,2호선,잠실(송파구청),180142,0
1212,송파구,2019-07-24,27.2,0.0,1.5,2호선,잠실(송파구청),174739,0
1213,송파구,2019-07-25,27.0,11.0,1.3,2호선,잠실(송파구청),177173,0
1214,송파구,2019-07-26,25.9,106.5,1.2,2호선,잠실(송파구청),177543,1
1215,송파구,2019-07-27,29.0,40.5,1.3,2호선,잠실(송파구청),157966,1
1216,송파구,2019-07-28,26.6,30.5,1.8,2호선,잠실(송파구청),113251,1
1217,송파구,2019-07-29,28.4,1.0,1.8,2호선,잠실(송파구청),185024,0
1218,송파구,2019-07-30,29.0,0.0,2.3,2호선,잠실(송파구청),188239,0
1219,송파구,2019-07-31,26.7,65.0,1.7,2호선,잠실(송파구청),178653,0
1220,송파구,2019-08-01,27.5,48.0,1.3,2호선,잠실(송파구청),194906,0
1221,송파구,2019-08-02,29.9,0.0,1.2,2호선,잠실(송파구청),201131,1
1222,송파구,2019-08-03,29.9,0.0,1.2,2호선,잠실(송파구청),160807,1
1223,송파구,2019-08-04,29.1,0.0,1.0,2호선,잠실(송파구청),121254,1
1224,송파구,2019-08-05,31.5,0.0,1.2,2호선,잠실(송파구청),171997,0
1225,송파구,2019-08-06,32.0,0.0,1.5,2호선,잠실(송파구청),183615,0
1226,송파구,2019-08-07,27.1,12.5,1.1,2호선,잠실(송파구청),172242,0
1227,송파구,2019-08-08,29.3,0.0,1.2,2호선,잠실(송파구청),183532,0
1228,송파구,2019-08-09,29.7,7.5,1.3,2호선,잠실(송파구청),195338,1
1229,송파구,2019-08-10,31.1,0.0,1.9,2호선,잠실(송파구청),167340,1
1230,송파구,2019-08-11,30.9,3.5,3.2,2호선,잠실(송파구청),124908,1
1231,송파구,2019-08-12,27.0,42.5,1.6,2호선,잠실(송파구청),165690,0
1232,송파구,2019-08-13,30.4,0.0,1.3,2호선,잠실(송파구청),187466,0
1233,송파구,2019-08-14,30.8,0.0,1.8,2호선,잠실(송파구청),190526,0
1234,송파구,2019-08-15,25.7,35.0,1.8,2호선,잠실(송파구청),129628,1
1235,송파구,2019-08-16,26.5,0.0,1.7,2호선,잠실(송파구청),176896,1
1236,송파구,2019-08-17,26.2,0.5,1.7,2호선,잠실(송파구청),152218,1
1237,송파구,2019-08-18,26.0,0.0,1.5,2호선,잠실(송파구청),116680,1
1238,송파구,2019-08-19,26.8,0.0,1.2,2호선,잠실(송파구청),170625,0
1239,송파구,2019-08-20,28.4,0.0,1.7,2호선,잠실(송파구청),178862,0
1240,송파구,2019-08-21,27.2,1.0,1.4,2호선,잠실(송파구청),174915,0
