구,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),노선명,역명,승차총승객수,하차총승객수
서초구,2019-10-20,15.5,0,1,3호선,고속터미널,59796,58517
서초구,2019-10-21,16.9,0,1.1,3호선,고속터미널,47474,44632
서초구,2019-10-22,17.6,0,1.1,3호선,고속터미널,51518,48917
서초구,2019-10-23,16.9,0,1.1,3호선,고속터미널,51463,48387
서초구,2019-10-24,18.9,0,1.2,3호선,고속터미널,54887,51076
서초구,2019-10-25,17.3,0,1.4,3호선,고속터미널,72343,70174
서초구,2019-10-26,10.7,0,1.9,3호선,고속터미널,84779,81416
서초구,2019-10-27,11,0,1.3,3호선,고속터미널,68154,64114
서초구,2019-10-28,13.2,2.5,1.5,3호선,고속터미널,54518,52328
서초구,2019-10-29,13.2,0.5,1.3,3호선,고속터미널,53587,50110
서초구,2019-10-30,11,0,1.2,3호선,고속터미널,53203,50511
서초구,2019-10-31,15.1,0,1.3,3호선,고속터미널,54753,51338
서초구,2019-11-01,15,0,1,3호선,고속터미널,67685,69208
서초구,2019-11-02,14.1,0,1,3호선,고속터미널,77795,79371
서초구,2019-11-03,14.6,0,1,3호선,고속터미널,64185,61992
서초구,2019-11-04,13.4,0,1.1,3호선,고속터미널,53079,50379
서초구,2019-11-05,12.1,0,1.2,3호선,고속터미널,51386,49128
서초구,2019-11-06,11.6,0,1.1,3호선,고속터미널,52267,50088
서초구,2019-11-07,10.2,0,2,3호선,고속터미널,55973,52907
서초구,2019-11-08,7,0,1.4,3호선,고속터미널,69771,70435
서초구,2019-11-09,9.1,0,1.2,3호선,고속터미널,79583,80146
서초구,2019-11-10,10.1,12.5,1.4,3호선,고속터미널,65271,62192
서초구,2019-11-11,12,0.5,1.9,3호선,고속터미널,53534,50811
서초구,2019-11-12,9.6,0,1,3호선,고속터미널,51926,49677
서초구,2019-11-13,8,9,2.2,3호선,고속터미널,52837,50329
서초구,2019-11-14,1.6,0,2.5,3호선,고속터미널,56068,53737
서초구,2019-11-15,6.5,20,1.4,3호선,고속터미널,72051,72284
서초구,2019-11-16,6.9,0,0.9,3호선,고속터미널,80375,80280
서초구,2019-11-17,8.9,32,1.1,3호선,고속터미널,66522,63434
서초구,2019-11-18,5.5,14,2.5,3호선,고속터미널,50329,47638
서초구,2019-11-19,1.5,0,2.4,3호선,고속터미널,54286,51984
서초구,2019-11-20,1.5,0,1.4,3호선,고속터미널,55065,52615
서초구,2019-11-21,5.1,0,1.1,3호선,고속터미널,58194,54844
서초구,2019-11-22,9.9,0,1.1,3호선,고속터미널,74302,74284
서초구,2019-11-23,12.2,0,1.1,3호선,고속터미널,82429,81482
서초구,2019-11-24,9.9,4,1.9,3호선,고속터미널,69500,65109
서초구,2019-11-25,2.8,0,2,3호선,고속터미널,55846,53822
서초구,2019-11-26,7.6,0,1.5,3호선,고속터미널,54052,51669
서초구,2019-11-27,4.2,0,2,3호선,고속터미널,54950,52662
서초구,2019-11-28,5.1,0,1.6,3호선,고속터미널,57766,54266
서초구,2019-11-29,2.8,0,1.5,3호선,고속터미널,70911,71164
서초구,2019-11-30,5.2,0,1.3,3호선,고속터미널,79779,78566
서초구,2019-12-01,5.1,3.5,1.1,3호선,고속터미널,60258,59318
서초구,2019-12-02,1.4,0,2.5,3호선,고속터미널,54752,51860
서초구,2019-12-03,0.9,0.5,1.5,3호선,고속터미널,53365,50455
서초구,2019-12-04,3.2,0,1.3,3호선,고속터미널,52899,50435
서초구,2019-12-05,-3.2,0,2.7,3호선,고속터미널,57807,54069
서초구,2019-12-06,-4.6,0,1.5,3호선,고속터미널,68778,68646
서초구,2019-12-07,-1.6,0,1.2,3호선,고속터미널,80224,77136
서초구,2019-12-08,-0.6,0,1.1,3호선,고속터미널,61158,59009
서초구,2019-12-09,4.3,0,1.6,3호선,고속터미널,54060,50873
서초구,2019-12-10,8.3,2,1.3,3호선,고속터미널,53680,51092
서초구,2019-12-11,6.9,0,2.5,3호선,고속터미널,54496,52246
서초구,2019-12-12,0.2,0,2.2,3호선,고속터미널,59796,55550
서초구,2019-12-13,2.5,0,1.7,3호선,고속터미널,71928,70077
서초구,2019-12-14,3.5,0.5,1.8,3호선,고속터미널,85885,81541
서초구,2019-12-15,5,0,1.2,3호선,고속터미널,62641,61756
서초구,2019-12-16,8.5,0,1,3호선,고속터미널,56650,53601
서초구,2019-12-17,8.4,7.5,2,3호선,고속터미널,56252,53297
서초구,2019-12-18,2.1,0,2.1,3호선,고속터미널,59431,56047
서초구,2019-12-19,0.2,0,2,3호선,고속터미널,63309,58840
서초구,2019-12-20,-0.1,0,1.7,3호선,고속터미널,77696,75045
서초구,2019-12-21,-0.7,0,1.4,3호선,고속터미널,89228,85005
서초구,2019-12-22,3.8,0,1.1,3호선,고속터미널,66184,63406
서초구,2019-12-23,4.1,2.5,1.6,3호선,고속터미널,65630,62042
서초구,2019-12-24,1.3,0,1,3호선,고속터미널,71411,68700
서초구,2019-12-25,2.3,0,1.1,3호선,고속터미널,58634,55442
서초구,2019-12-26,2.7,1,1.8,3호선,고속터미널,63914,60552
서초구,2019-12-27,-0.8,0,1.8,3호선,고속터미널,72011,72629
서초구,2019-12-28,1.3,0,1.3,3호선,고속터미널,78741,77468
서초구,2019-12-29,4.1,0.5,1.4,3호선,고속터미널,63002,58701
서초구,2019-12-30,3.3,0,1.9,3호선,고속터미널,63495,61799
서초구,2019-12-31,-7,0,2.8,3호선,고속터미널,63326,67323
서초구,2020-01-01,-2.1,0,1.3,3호선,고속터미널,39526,34867
서초구,2020-01-02,2.2,0,1.1,3호선,고속터미널,55884,51160
서초구,2020-01-03,1,0,1.4,3호선,고속터미널,62892,63136
서초구,2020-01-04,1.7,0,1.5,3호선,고속터미널,68676,67117
서초구,2020-01-05,1.2,0,1,3호선,고속터미널,55120,52535
서초구,2020-01-06,3.2,1,1.3,3호선,고속터미널,54701,51591
서초구,2020-01-07,6.3,51.5,1.1,3호선,고속터미널,52659,50550
서초구,2020-01-08,3.3,4.5,1.8,3호선,고속터미널,53961,51851
서초구,2020-01-09,0.1,0,2,3호선,고속터미널,55859,54515
서초구,2020-01-10,0.3,0,1.2,3호선,고속터미널,65813,66587
서초구,2020-01-11,0.4,0,1.6,3호선,고속터미널,74941,74985
서초구,2020-01-12,-0.1,0,1.7,3호선,고속터미널,58310,57631
서초구,2020-01-13,-1.9,0,1.9,3호선,고속터미널,55448,53223
서초구,2020-01-14,-1.3,0,1.5,3호선,고속터미널,55611,53555
서초구,2020-01-15,-1.5,0,1.5,3호선,고속터미널,55935,54187
서초구,2020-01-16,-1,0,1.4,3호선,고속터미널,57267,54944
서초구,2020-01-17,0.4,0,1.4,3호선,고속터미널,66462,65405
서초구,2020-01-18,0.6,0,1.2,3호선,고속터미널,73140,71346
서초구,2020-01-19,2.4,0,1.4,3호선,고속터미널,53784,54963
서초구,2020-01-20,1.9,0,2,3호선,고속터미널,55697,54306
서초구,2020-01-21,0.6,0,1.2,3호선,고속터미널,55817,57254
서초구,2020-01-22,3.2,0,1.2,3호선,고속터미널,54285,64702
서초구,2020-01-23,5.2,0,1.6,3호선,고속터미널,56454,96688
서초구,2020-01-24,3.8,0,1.3,3호선,고속터미널,31403,65199
서초구,2020-01-25,4.8,0,1.1,3호선,고속터미널,32956,28370
서초구,2020-01-26,5.9,0,1.3,3호선,고속터미널,59992,36321
서초구,2020-01-27,6.3,1,1.7,3호선,고속터미널,64244,39980
서초구,2020-01-28,7.6,0,1.3,3호선,고속터미널,52376,42944
서초구,2020-01-29,6.5,0,1.2,3호선,고속터미널,46965,43772
서초구,2020-01-30,6,0,1.3,3호선,고속터미널,46824,44865
서초구,2020-01-31,4,0,1.2,3호선,고속터미널,50449,50455
서초구,2020-02-01,2.8,0,1.2,3호선,고속터미널,48285,47465
서초구,2020-02-02,2.2,0,1.2,3호선,고속터미널,36088,35775
서초구,2020-02-03,0.4,0,2.2,3호선,고속터미널,40831,38708
서초구,2020-02-04,-0.5,0.5,1.5,3호선,고속터미널,40058,38177
서초구,2020-02-05,-7.4,0,1.5,3호선,고속터미널,40045,38165
서초구,2020-02-06,-5.3,0,1.5,3호선,고속터미널,39941,38833
서초구,2020-02-07,-0.6,0,1.4,3호선,고속터미널,45957,47438
서초구,2020-02-08,0.6,0,2.6,3호선,고속터미널,45894,45634
서초구,2020-02-09,-0.2,0,1.3,3호선,고속터미널,38085,36400
서초구,2020-02-10,3.9,0,1.3,3호선,고속터미널,37782,35128
서초구,2020-02-11,7.2,0,1.1,3호선,고속터미널,43394,41968
서초구,2020-02-12,7.4,8,0.9,3호선,고속터미널,42389,40638
서초구,2020-02-13,7.3,0,1.3,3호선,고속터미널,46505,44726
서초구,2020-02-14,8.5,0,1,3호선,고속터미널,54910,56984
서초구,2020-02-15,9.7,1.5,1.6,3호선,고속터미널,55262,54961
서초구,2020-02-16,-0.8,10,2,3호선,고속터미널,44074,41850
서초구,2020-02-17,-4.9,0,2.5,3호선,고속터미널,44911,42764
서초구,2020-02-18,-2.9,0,1.9,3호선,고속터미널,44601,42587
서초구,2020-02-19,1.1,0,1.1,3호선,고속터미널,44234,42470
서초구,2020-02-20,5.2,0,1.2,3호선,고속터미널,43829,42658
서초구,2020-02-21,7.1,3,1.3,3호선,고속터미널,44955,46750
서초구,2020-02-22,4.7,2.5,2.4,3호선,고속터미널,38955,38984
서초구,2020-02-23,2.9,0,1.5,3호선,고속터미널,26816,25718
서초구,2020-02-24,7.1,0,1.2,3호선,고속터미널,29411,27791
서초구,2020-02-25,6.5,19,1.4,3호선,고속터미널,26066,24938
서초구,2020-02-26,7.4,0,1.5,3호선,고속터미널,25639,24616
서초구,2020-02-27,6.6,0,1.2,3호선,고속터미널,24867,24334
서초구,2020-02-28,4.5,3.5,1,3호선,고속터미널,23477,24773
서초구,2020-02-29,7.8,0.5,1.1,3호선,고속터미널,19964,20287
서초구,2020-03-01,5.9,0,1.3,3호선,고속터미널,16392,16095
서초구,2020-03-02,3.9,0,2,3호선,고속터미널,23169,21627
서초구,2020-03-03,5.5,0,1.5,3호선,고속터미널,22000,21448
서초구,2020-03-04,2.8,0,2.5,3호선,고속터미널,22235,21825
서초구,2020-03-05,1.7,0,2,3호선,고속터미널,22946,22625
서초구,2020-03-06,3.8,0,1.3,3호선,고속터미널,27124,28593
서초구,2020-03-07,6.8,0,1.2,3호선,고속터미널,23070,23475
서초구,2020-03-08,8.8,0,1.3,3호선,고속터미널,20697,19736
서초구,2020-03-09,10.9,0,1.3,3호선,고속터미널,26485,24789
서초구,2020-03-10,7,9,2.3,3호선,고속터미널,23095,22683
서초구,2020-03-11,3.8,0,2.4,3호선,고속터미널,24888,23965
서초구,2020-03-12,7.2,0,1.6,3호선,고속터미널,25076,24314
서초구,2020-03-13,5.5,0,2.7,3호선,고속터미널,29475,30530
서초구,2020-03-14,4.6,0,1.9,3호선,고속터미널,26297,26576
서초구,2020-03-15,4.5,0,2.7,3호선,고속터미널,21618,20548
서초구,2020-03-16,4.3,0,1.7,3호선,고속터미널,25428,23489
서초구,2020-03-17,7.5,0,1.7,3호선,고속터미널,25114,24189
서초구,2020-03-18,10,0,1.5,3호선,고속터미널,26556,25360
서초구,2020-03-19,9.7,0,2.8,3호선,고속터미널,24803,24393
서초구,2020-03-20,9,0,1.6,3호선,고속터미널,31160,32782
서초구,2020-03-21,13.1,0,1.5,3호선,고속터미널,28747,28841
서초구,2020-03-22,11.8,0,2.4,3호선,고속터미널,24746,22861
서초구,2020-03-23,10.8,0,1.5,3호선,고속터미널,27618,25642
서초구,2020-03-24,11.4,0,1.4,3호선,고속터미널,26348,25124
서초구,2020-03-25,12.7,0,1.6,3호선,고속터미널,27247,25889
서초구,2020-03-26,14.5,1.5,1.4,3호선,고속터미널,26722,26072
서초구,2020-03-27,12.3,5.5,2.6,3호선,고속터미널,31784,33525
서초구,2020-03-28,8.3,0,2.6,3호선,고속터미널,29535,27954
서초구,2020-03-29,8.5,0,1.4,3호선,고속터미널,25047,22912
서초구,2020-03-30,10,0,1.4,3호선,고속터미널,28107,26052
서초구,2020-03-31,11.7,0,1.6,3호선,고속터미널,27171,26078
서초구,2020-04-01,11.6,0,2.3,3호선,고속터미널,26876,25858
서초구,2020-04-02,9.8,0,1.4,3호선,고속터미널,27359,26829
서초구,2020-04-03,10.1,0,1.6,3호선,고속터미널,33117,34869
서초구,2020-04-04,9.2,0,2.8,3호선,고속터미널,30623,30913
서초구,2020-04-05,7.7,0,2,3호선,고속터미널,25173,23223
서초구,2020-04-06,9.6,0,1.5,3호선,고속터미널,28849,26740
서초구,2020-04-07,10.9,0,1.5,3호선,고속터미널,27507,26527
서초구,2020-04-08,10.1,0,2.5,3호선,고속터미널,28127,26934
서초구,2020-04-09,9.2,0,1.9,3호선,고속터미널,27765,27477
서초구,2020-04-10,10.5,0,1.4,3호선,고속터미널,33381,35917
서초구,2020-04-11,9.9,0,1.5,3호선,고속터미널,31676,32299
서초구,2020-04-12,9.4,0,1.8,3호선,고속터미널,26196,24399
서초구,2020-04-13,12.3,0,1.8,3호선,고속터미널,29678,27800
서초구,2020-04-14,12.9,0,1.7,3호선,고속터미널,31301,31311
서초구,2020-04-15,13.3,0,1.4,3호선,고속터미널,25804,24473
서초구,2020-04-16,16.2,0,1.6,3호선,고속터미널,30195,28881
서초구,2020-04-17,12.5,8,1.4,3호선,고속터미널,34187,36347
서초구,2020-04-18,14.1,0,1.6,3호선,고속터미널,36187,36178
서초구,2020-04-19,12.3,11.5,1.3,3호선,고속터미널,28269,26288
서초구,2020-04-20,10.8,0.5,1.8,3호선,고속터미널,30671,28461
서초구,2020-04-21,8.2,0,2.4,3호선,고속터미널,31214,29801
서초구,2020-04-22,6.9,0,2.8,3호선,고속터미널,31581,30396
서초구,2020-04-23,8.8,0,2.4,3호선,고속터미널,32060,31297
서초구,2020-04-24,10.5,0,1.8,3호선,고속터미널,38569,40703
서초구,2020-04-25,14.1,0,1.9,3호선,고속터미널,39321,39355
서초구,2020-04-26,12.9,0,1.9,3호선,고속터미널,31898,30292
서초구,2020-04-27,13.2,0,1.6,3호선,고속터미널,34336,32434
서초구,2020-04-28,14.3,0,1.5,3호선,고속터미널,34707,34227
서초구,2020-04-29,15,0,1.6,3호선,고속터미널,39340,47621
서초구,2020-04-30,17.6,0,1.5,3호선,고속터미널,36539,43899
서초구,2020-05-01,21.3,0,1.4,3호선,고속터미널,39568,42273
서초구,2020-05-02,21.2,0,1.3,3호선,고속터미널,41635,41852
서초구,2020-05-03,21.7,0,1.3,3호선,고속터미널,38270,32761
서초구,2020-05-04,20.6,0,1.5,3호선,고속터미널,40935,38221
서초구,2020-05-05,15.8,0,1.1,3호선,고속터미널,36367,32329
서초구,2020-05-06,19.6,0,1.5,3호선,고속터미널,38442,36540
서초구,2020-05-07,21.1,0,1.8,3호선,고속터미널,39778,39966
서초구,2020-05-08,19.9,3,1.6,3호선,고속터미널,45570,51509
서초구,2020-05-09,14.7,22.5,1.2,3호선,고속터미널,42915,43287
서초구,2020-05-10,14.8,0.5,1.1,3호선,고속터미널,37797,34252
서초구,2020-05-11,17.1,3,1.6,3호선,고속터미널,36677,34405
서초구,2020-05-12,14.9,1,1.8,3호선,고속터미널,35050,33825
서초구,2020-05-13,16.1,0,1.6,3호선,고속터미널,35585,34216
서초구,2020-05-14,19.7,0,1.2,3호선,고속터미널,35649,34500
서초구,2020-05-15,16,10,1.7,3호선,고속터미널,39895,42659
서초구,2020-05-16,17.3,1,0.8,3호선,고속터미널,39789,40889
서초구,2020-05-17,20,0,1.2,3호선,고속터미널,33315,31334
서초구,2020-05-18,19.4,23,1.8,3호선,고속터미널,34099,32244
송파구,2019-01-01,-3.3,0,1.5,2호선,잠실(송파구청),48502,42899
송파구,2019-01-02,-3.1,0,1.3,2호선,잠실(송파구청),85771,82923
송파구,2019-01-03,-1.3,0,1,2호선,잠실(송파구청),90798,87512
송파구,2019-01-04,0,0,1,2호선,잠실(송파구청),95791,92454
송파구,2019-01-05,-1,0,1.9,2호선,잠실(송파구청),82719,77581
송파구,2019-01-06,-1.2,0,1.2,2호선,잠실(송파구청),58948,54615
송파구,2019-01-07,-0.3,0,1.1,2호선,잠실(송파구청),85790,83359
송파구,2019-01-08,-1.9,0,2.7,2호선,잠실(송파구청),89897,86556
송파구,2019-01-09,-3.3,0,1.3,2호선,잠실(송파구청),88126,84975
송파구,2019-01-10,0.6,0,1.1,2호선,잠실(송파구청),91202,88011
송파구,2019-01-11,3.3,0,1.2,2호선,잠실(송파구청),95124,91752
송파구,2019-01-12,4.3,0,1,2호선,잠실(송파구청),85218,79941
송파구,2019-01-13,2.8,0,1,2호선,잠실(송파구청),61698,57222
송파구,2019-01-14,2.5,0,0.8,2호선,잠실(송파구청),83764,81598
송파구,2019-01-15,-0.5,0,2.6,2호선,잠실(송파구청),89514,86597
송파구,2019-01-16,-4.1,0,1.9,2호선,잠실(송파구청),89976,86884
송파구,2019-01-17,0.9,0,1.8,2호선,잠실(송파구청),91507,88488
송파구,2019-01-18,2,0,1.2,2호선,잠실(송파구청),97378,92987
송파구,2019-01-19,4.6,0,0.9,2호선,잠실(송파구청),85209,79714
송파구,2019-01-20,-0.2,0,3.1,2호선,잠실(송파구청),61541,56696
송파구,2019-01-21,0.6,0,1.6,2호선,잠실(송파구청),86945,83994
송파구,2019-01-22,3.2,0,1.2,2호선,잠실(송파구청),90532,87568
송파구,2019-01-23,3.3,0,2,2호선,잠실(송파구청),93124,89952
송파구,2019-01-24,1.7,0,1.3,2호선,잠실(송파구청),94166,90546
송파구,2019-01-25,0.1,0,2.3,2호선,잠실(송파구청),97301,92983
송파구,2019-01-26,-1,0,2,2호선,잠실(송파구청),85821,80606
송파구,2019-01-27,1.2,0,1.3,2호선,잠실(송파구청),62329,57153
송파구,2019-01-28,2.1,0,2.7,2호선,잠실(송파구청),86842,84401
송파구,2019-01-29,1.6,0,1.1,2호선,잠실(송파구청),90942,87560
송파구,2019-01-30,3.1,0,1.2,2호선,잠실(송파구청),90059,87495
송파구,2019-01-31,-0.4,0,2,2호선,잠실(송파구청),89355,85642
송파구,2019-02-01,-0.5,0,1.5,2호선,잠실(송파구청),88665,84941
송파구,2019-02-02,2.8,0,1.4,2호선,잠실(송파구청),65728,61599
송파구,2019-02-03,4.1,0,1.3,2호선,잠실(송파구청),48671,45108
송파구,2019-02-04,1.2,0,2,2호선,잠실(송파구청),43408,40169
송파구,2019-02-05,3.9,0,1.3,2호선,잠실(송파구청),38352,36067
송파구,2019-02-06,6.1,0,1.1,2호선,잠실(송파구청),54560,51026
송파구,2019-02-07,-0.8,0,2.8,2호선,잠실(송파구청),87485,84526
송파구,2019-02-08,-4.5,0,1.8,2호선,잠실(송파구청),94788,91093
송파구,2019-02-09,-4,0,2.3,2호선,잠실(송파구청),86973,81969
송파구,2019-02-10,-3.7,0,1.5,2호선,잠실(송파구청),62439,57701
송파구,2019-02-11,-1.6,0,2,2호선,잠실(송파구청),89910,86838
송파구,2019-02-12,0.8,0,1.5,2호선,잠실(송파구청),95161,91188
송파구,2019-02-13,-0.5,0,1.8,2호선,잠실(송파구청),96063,92286
송파구,2019-02-14,0.8,0,1.3,2호선,잠실(송파구청),96220,92449
송파구,2019-02-15,0.4,0,1.6,2호선,잠실(송파구청),98774,94266
송파구,2019-02-16,-1.2,0,2.2,2호선,잠실(송파구청),92945,87680
송파구,2019-02-17,0.1,0,1.7,2호선,잠실(송파구청),69903,64144
송파구,2019-02-18,2.2,3,1.1,2호선,잠실(송파구청),93129,89782
송파구,2019-02-19,2.3,0,1.2,2호선,잠실(송파구청),90294,87914
송파구,2019-02-20,2.9,0,1.8,2호선,잠실(송파구청),96973,93213
송파구,2019-02-21,3.7,0,1.1,2호선,잠실(송파구청),98153,94065
송파구,2019-02-22,5,0,1.1,2호선,잠실(송파구청),100900,96711
송파구,2019-02-23,7.8,0,1.1,2호선,잠실(송파구청),95169,88716
송파구,2019-02-24,7.2,0,1.1,2호선,잠실(송파구청),71836,66710
송파구,2019-02-25,6.3,0,1.3,2호선,잠실(송파구청),94068,91013
송파구,2019-02-26,7.4,0,1.2,2호선,잠실(송파구청),101380,97905
송파구,2019-02-27,9.1,0,1.2,2호선,잠실(송파구청),100511,96489
송파구,2019-02-28,8.2,0,1.1,2호선,잠실(송파구청),103501,98700
송파구,2019-03-01,7.9,0,1.4,2호선,잠실(송파구청),86440,81462
송파구,2019-03-02,9,0,0.9,2호선,잠실(송파구청),85690,78836
송파구,2019-03-03,10.5,0,1,2호선,잠실(송파구청),59733,55471
송파구,2019-03-04,11,0,1.1,2호선,잠실(송파구청),77822,75422
송파구,2019-03-05,9.1,0,1.4,2호선,잠실(송파구청),82382,80217
송파구,2019-03-06,9.5,0,1.5,2호선,잠실(송파구청),84636,82588
송파구,2019-03-07,8.4,0,1.6,2호선,잠실(송파구청),88213,85699
송파구,2019-03-08,7.1,0,1.7,2호선,잠실(송파구청),94341,91387
송파구,2019-03-09,8.5,0,1.3,2호선,잠실(송파구청),90025,85643
송파구,2019-03-10,10.9,0,1.4,2호선,잠실(송파구청),63593,58933
송파구,2019-03-11,8.1,0,1.5,2호선,잠실(송파구청),83438,81215
송파구,2019-03-12,5.3,0,2.3,2호선,잠실(송파구청),84913,82703
송파구,2019-03-13,4.7,0,2.6,2호선,잠실(송파구청),86066,83313
송파구,2019-03-14,6.2,0,1.7,2호선,잠실(송파구청),89715,87408
송파구,2019-03-15,6,8.5,1.6,2호선,잠실(송파구청),92380,88934
송파구,2019-03-16,5.5,0,1.4,2호선,잠실(송파구청),88796,83720
송파구,2019-03-17,7.3,0,1.5,2호선,잠실(송파구청),68336,64321
송파구,2019-03-18,8.2,0,1.4,2호선,잠실(송파구청),85723,83367
송파구,2019-03-19,11.1,0,1.3,2호선,잠실(송파구청),86571,83988
송파구,2019-03-20,11.2,17,1.1,2호선,잠실(송파구청),83620,80478
송파구,2019-03-21,8.3,4,2.2,2호선,잠실(송파구청),86859,84264
송파구,2019-03-22,4.3,0,2.8,2호선,잠실(송파구청),96366,93208
송파구,2019-03-23,4.7,2.5,2.4,2호선,잠실(송파구청),89889,84899
송파구,2019-03-24,5.5,0,1.7,2호선,잠실(송파구청),65713,59256
송파구,2019-03-25,8.3,0,1.9,2호선,잠실(송파구청),83280,81026
송파구,2019-03-26,12.3,0,1.3,2호선,잠실(송파구청),85906,83479
송파구,2019-03-27,12.8,0,2.3,2호선,잠실(송파구청),87476,85329
송파구,2019-03-28,10.4,0,1.9,2호선,잠실(송파구청),89287,86560
송파구,2019-03-29,10,0,2,2호선,잠실(송파구청),98627,95372
송파구,2019-03-30,6.3,2,1.9,2호선,잠실(송파구청),88531,83037
송파구,2019-03-31,5.3,0,2.7,2호선,잠실(송파구청),65572,60137
송파구,2019-04-01,6.7,0,2.3,2호선,잠실(송파구청),86647,84307
송파구,2019-04-02,8.1,0,1.9,2호선,잠실(송파구청),88243,86169
송파구,2019-04-03,8.4,0,1.7,2호선,잠실(송파구청),92075,89522
송파구,2019-04-04,10.1,0,2.1,2호선,잠실(송파구청),95288,92824
송파구,2019-04-05,12.1,0,2.1,2호선,잠실(송파구청),117268,113931
송파구,2019-04-06,10.2,0,1.3,2호선,잠실(송파구청),117686,111004
송파구,2019-04-07,13.3,0,1.6,2호선,잠실(송파구청),117643,108658
송파구,2019-04-08,12.9,0,2,2호선,잠실(송파구청),107245,105167
송파구,2019-04-09,10.3,11.5,2,2호선,잠실(송파구청),97882,94143
송파구,2019-04-10,8.2,3,1.3,2호선,잠실(송파구청),95209,92707
송파구,2019-04-11,10.4,0,1.2,2호선,잠실(송파구청),107705,104148
송파구,2019-04-12,12.5,0,1.5,2호선,잠실(송파구청),119327,115861
송파구,2019-04-13,12.9,0,1.6,2호선,잠실(송파구청),120661,114300
송파구,2019-04-14,10.9,1.5,2,2호선,잠실(송파구청),66880,60923
송파구,2019-04-15,12.8,0,1.4,2호선,잠실(송파구청),88001,84930
송파구,2019-04-16,15.9,0,1.3,2호선,잠실(송파구청),91729,89103
송파구,2019-04-17,16.3,0,1.5,2호선,잠실(송파구청),91634,88582
송파구,2019-04-18,14.3,0,1.5,2호선,잠실(송파구청),90259,87267
송파구,2019-04-19,14.1,0,1.7,2호선,잠실(송파구청),94470,91122
송파구,2019-04-20,15,0,1.7,2호선,잠실(송파구청),87129,81497
송파구,2019-04-21,16,0.5,1.3,2호선,잠실(송파구청),61182,55761
송파구,2019-04-22,20,0,1.1,2호선,잠실(송파구청),84712,82409
송파구,2019-04-23,21.1,0,1.1,2호선,잠실(송파구청),86058,82976
송파구,2019-04-24,19.7,7,1.2,2호선,잠실(송파구청),89599,86810
송파구,2019-04-25,14.3,11,1.6,2호선,잠실(송파구청),90684,87110
송파구,2019-04-26,9.8,2.5,1.7,2호선,잠실(송파구청),99667,96553
송파구,2019-04-27,12.8,0,1.5,2호선,잠실(송파구청),96228,90813
송파구,2019-04-28,13.9,0,1.3,2호선,잠실(송파구청),68948,62225
송파구,2019-04-29,13.8,0,1,2호선,잠실(송파구청),89057,87554
송파구,2019-04-30,16.2,0,1.4,2호선,잠실(송파구청),97981,94285
송파구,2019-05-01,17.3,0,1.8,2호선,잠실(송파구청),83905,79778
송파구,2019-05-02,18.2,0,1.5,2호선,잠실(송파구청),98089,95036
송파구,2019-05-03,18.9,0,1.5,2호선,잠실(송파구청),109069,105228
송파구,2019-05-04,20.5,0,1.4,2호선,잠실(송파구청),122249,139617
송파구,2019-05-05,20.4,0,1.6,2호선,잠실(송파구청),74449,67915
송파구,2019-05-06,15.1,0,2.9,2호선,잠실(송파구청),72934,67080
송파구,2019-05-07,16,0,1.8,2호선,잠실(송파구청),91964,89255
송파구,2019-05-08,16.7,0,2,2호선,잠실(송파구청),89096,87129
송파구,2019-05-09,17.1,0,1.8,2호선,잠실(송파구청),91085,88544
송파구,2019-05-10,18.5,0,1.6,2호선,잠실(송파구청),101052,97804
송파구,2019-05-11,21.1,0,1.4,2호선,잠실(송파구청),92353,87360
송파구,2019-05-12,22.3,0,1.2,2호선,잠실(송파구청),69289,62974
송파구,2019-05-13,19.5,0,1.4,2호선,잠실(송파구청),83806,81563
송파구,2019-05-14,20.8,0,1.4,2호선,잠실(송파구청),88528,86224
송파구,2019-05-15,21.6,0,1.4,2호선,잠실(송파구청),93744,90409
송파구,2019-05-16,24.1,0,1.6,2호선,잠실(송파구청),93193,90196
송파구,2019-05-17,24.2,0,1.1,2호선,잠실(송파구청),100165,96832
송파구,2019-05-18,22.8,0,2.3,2호선,잠실(송파구청),92369,86986
송파구,2019-05-19,20.1,16.5,1.4,2호선,잠실(송파구청),64689,58897
송파구,2019-05-20,17.2,2.5,2.3,2호선,잠실(송파구청),85348,83079
송파구,2019-05-21,17.9,0,2.3,2호선,잠실(송파구청),87737,85070
송파구,2019-05-22,20.8,0,2.1,2호선,잠실(송파구청),89255,86380
송파구,2019-05-23,23,0,1.5,2호선,잠실(송파구청),90104,88098
송파구,2019-05-24,25.3,0,1.2,2호선,잠실(송파구청),101323,98900
송파구,2019-05-25,24.6,0,1.5,2호선,잠실(송파구청),96248,89089
송파구,2019-05-26,25.4,0,1.3,2호선,잠실(송파구청),69524,63731
송파구,2019-05-27,18.4,5.5,2.4,2호선,잠실(송파구청),78665,76655
송파구,2019-05-28,19.3,0,2,2호선,잠실(송파구청),88432,85630
송파구,2019-05-29,21.2,0,1.8,2호선,잠실(송파구청),88166,85583
송파구,2019-05-30,20.6,0,2.1,2호선,잠실(송파구청),90228,87449
송파구,2019-05-31,19.8,0,1.9,2호선,잠실(송파구청),95560,93935
송파구,2019-06-01,19.9,0,1.6,2호선,잠실(송파구청),86589,81223
송파구,2019-06-02,22.2,0,1.5,2호선,잠실(송파구청),61520,56711
