구,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),노선명,역명,승차총승객수,하차총승객수
마포구,2019-11-08,7.1,0,1.9,2호선,홍대입구,88225,101084
마포구,2019-11-09,10.5,0,1.3,2호선,홍대입구,98922,114403
마포구,2019-11-10,10.7,13,2.6,2호선,홍대입구,74598,72128
마포구,2019-11-11,11.2,1.5,2.8,2호선,홍대입구,71784,74912
마포구,2019-11-12,10.8,0,1.2,2호선,홍대입구,71639,74773
마포구,2019-11-13,8.1,8,3.5,2호선,홍대입구,71575,74937
마포구,2019-11-14,2,0,3.8,2호선,홍대입구,78606,83486
마포구,2019-11-15,6.4,19,2.5,2호선,홍대입구,83199,95102
마포구,2019-11-16,8,0,0.8,2호선,홍대입구,100240,114370
마포구,2019-11-17,9.2,22,3.8,2호선,홍대입구,68409,65911
마포구,2019-11-18,4.7,13,4.7,2호선,홍대입구,74252,76521
마포구,2019-11-19,0.6,0,3.7,2호선,홍대입구,73083,76587
마포구,2019-11-20,1.4,0,2,2호선,홍대입구,74212,77813
마포구,2019-11-21,5.5,0,1.7,2호선,홍대입구,76397,81945
마포구,2019-11-22,11.1,0,2.5,2호선,홍대입구,88824,101247
마포구,2019-11-23,13.3,0,2,2호선,홍대입구,97913,112688
마포구,2019-11-24,10.4,3,3,2호선,홍대입구,72475,70441
마포구,2019-11-25,2.1,0,2.9,2호선,홍대입구,72268,75076
마포구,2019-11-26,7.2,0,2,2호선,홍대입구,74615,78198
마포구,2019-11-27,3,0,3.1,2호선,홍대입구,76985,80459
마포구,2019-11-28,3.6,0,2.4,2호선,홍대입구,77882,83136
마포구,2019-11-29,2,0,2.4,2호선,홍대입구,87492,100137
마포구,2019-11-30,5.1,0,1.7,2호선,홍대입구,99848,113090
마포구,2019-12-01,5,2,2,2호선,홍대입구,68859,67038
마포구,2019-12-02,0.3,0,4.3,2호선,홍대입구,71941,74781
마포구,2019-12-03,1.7,0,1,2호선,홍대입구,72818,75536
마포구,2019-12-04,2.3,0,1.9,2호선,홍대입구,72956,75958
마포구,2019-12-05,-4.4,0,4.2,2호선,홍대입구,75934,80231
마포구,2019-12-06,-5.1,0,2.1,2호선,홍대입구,82351,94142
마포구,2019-12-07,-1,0,1.7,2호선,홍대입구,94508,108150
마포구,2019-12-08,0.6,0,1.5,2호선,홍대입구,72696,70672
마포구,2019-12-09,4.4,0,3,2호선,홍대입구,69721,72668
마포구,2019-12-10,8.9,1.5,1.4,2호선,홍대입구,72774,76283
마포구,2019-12-11,6.6,0,4.7,2호선,홍대입구,76336,79418
마포구,2019-12-12,-0.2,0,3.1,2호선,홍대입구,79222,84501
마포구,2019-12-13,3.3,0.5,2.4,2호선,홍대입구,90824,103591
마포구,2019-12-14,3,0,3.1,2호선,홍대입구,103756,119362
마포구,2019-12-15,6.5,0,1.7,2호선,홍대입구,78284,76102
마포구,2019-12-16,9.1,0,1.9,2호선,홍대입구,75064,78641
마포구,2019-12-17,7.9,9,3.1,2호선,홍대입구,76276,80324
마포구,2019-12-18,0.6,0,2.9,2호선,홍대입구,81604,85980
마포구,2019-12-19,-0.6,0,2.9,2호선,홍대입구,86427,92042
마포구,2019-12-20,-0.9,0,2.9,2호선,홍대입구,96031,110207
마포구,2019-12-21,0.1,0,2,2호선,홍대입구,107293,123231
마포구,2019-12-22,4.7,0,1.8,2호선,홍대입구,87459,87813
마포구,2019-12-23,3.4,2.5,2.2,2호선,홍대입구,90180,95867
마포구,2019-12-24,1.6,0,0.5,2호선,홍대입구,99826,119716
마포구,2019-12-25,3,0,1,2호선,홍대입구,107080,113248
마포구,2019-12-26,2.1,0,2.9,2호선,홍대입구,93851,97538
마포구,2019-12-27,-0.9,0,2.4,2호선,홍대입구,96585,109580
마포구,2019-12-28,2.5,0,2.3,2호선,홍대입구,102234,117982
마포구,2019-12-29,4.5,0.5,2.7,2호선,홍대입구,85321,85645
마포구,2019-12-30,2.8,0.5,3.4,2호선,홍대입구,92092,97253
마포구,2019-12-31,-7.5,0,4,2호선,홍대입구,87119,107337
마포구,2020-01-01,-1.7,0,0.3,2호선,홍대입구,69202,61962
마포구,2020-01-02,1.7,0,1.1,2호선,홍대입구,79840,85293
마포구,2020-01-03,0.5,0,1.9,2호선,홍대입구,89087,99670
마포구,2020-01-04,2.1,0,2,2호선,홍대입구,90634,102811
마포구,2020-01-05,2.4,0,1,2호선,홍대입구,70489,70084
마포구,2020-01-06,3.7,0,4,2호선,홍대입구,71697,75177
마포구,2020-01-07,6.7,41,4.6,2호선,홍대입구,68312,71304
마포구,2020-01-08,2.5,7,3.8,2호선,홍대입구,74819,79883
마포구,2020-01-09,-0.7,0,3.1,2호선,홍대입구,77947,82743
마포구,2020-01-10,-0.1,0,1.7,2호선,홍대입구,83173,95550
마포구,2020-01-11,0.4,0,1.8,2호선,홍대입구,95907,110791
마포구,2020-01-12,-0.8,0,2.8,2호선,홍대입구,77950,76314
마포구,2020-01-13,-2.3,0,3,2호선,홍대입구,74146,77150
마포구,2020-01-14,-1.4,0,2.1,2호선,홍대입구,77040,80960
마포구,2020-01-15,-2.2,0,2.6,2호선,홍대입구,77801,82503
마포구,2020-01-16,-1.3,0,2.3,2호선,홍대입구,80741,85552
마포구,2020-01-17,-0.1,0,1.4,2호선,홍대입구,86314,98551
마포구,2020-01-18,0.8,0,1.8,2호선,홍대입구,97173,110721
마포구,2020-01-19,2.5,0,2.8,2호선,홍대입구,75739,74313
마포구,2020-01-20,1,0,3.3,2호선,홍대입구,76767,79573
마포구,2020-01-21,0.1,0,1.5,2호선,홍대입구,76578,80179
마포구,2020-01-22,4,0,1.6,2호선,홍대입구,77205,82290
마포구,2020-01-23,4.8,0,1.9,2호선,홍대입구,75805,82758
마포구,2020-01-24,3,0,2.2,2호선,홍대입구,48136,49441
마포구,2020-01-25,4.5,0,1.2,2호선,홍대입구,37373,43471
마포구,2020-01-26,6,0,2.4,2호선,홍대입구,56309,64972
마포구,2020-01-27,6.1,0,4.2,2호선,홍대입구,59328,62335
마포구,2020-01-28,7.4,0,2.8,2호선,홍대입구,67507,72390
마포구,2020-01-29,6.7,0,2,2호선,홍대입구,68126,72676
마포구,2020-01-30,6.4,0,2,2호선,홍대입구,70210,74396
마포구,2020-01-31,4.5,0,2.2,2호선,홍대입구,70875,79651
마포구,2020-02-01,3.2,0,2.1,2호선,홍대입구,69648,78330
마포구,2020-02-02,2,0,2.1,2호선,홍대입구,54803,53722
마포구,2020-02-03,0,0,3.7,2호선,홍대입구,61615,63969
마포구,2020-02-04,-0.7,1,3.1,2호선,홍대입구,62935,65944
마포구,2020-02-05,-8.3,0,4.7,2호선,홍대입구,63059,66026
마포구,2020-02-06,-5.9,0,2.2,2호선,홍대입구,63111,66274
마포구,2020-02-07,-1.2,0,2.1,2호선,홍대입구,66760,75006
마포구,2020-02-08,0.1,0,4,2호선,홍대입구,67318,75947
마포구,2020-02-09,0.3,0,2.1,2호선,홍대입구,55518,55411
마포구,2020-02-10,4.8,0,1.5,2호선,홍대입구,64580,68102
마포구,2020-02-11,8.1,0,1.8,2호선,홍대입구,66567,70247
마포구,2020-02-12,7.5,5.5,2.2,2호선,홍대입구,62346,66542
마포구,2020-02-13,6.7,0,1.7,2호선,홍대입구,70215,75160
마포구,2020-02-14,8.6,0,1.6,2호선,홍대입구,76030,87780
마포구,2020-02-15,10.2,1.5,3,2호선,홍대입구,77574,87171
마포구,2020-02-16,-1.3,9.5,4.4,2호선,홍대입구,58925,57965
마포구,2020-02-17,-5.6,0,4.5,2호선,홍대입구,65195,68124
마포구,2020-02-18,-3.3,0,2.9,2호선,홍대입구,69587,73199
마포구,2020-02-19,2,0,1.7,2호선,홍대입구,69381,73095
마포구,2020-02-20,5.4,0,1.8,2호선,홍대입구,68935,73013
마포구,2020-02-21,7.3,3.5,2.3,2호선,홍대입구,66364,74180
마포구,2020-02-22,4.3,2.5,5.1,2호선,홍대입구,58300,64481
마포구,2020-02-23,3.2,0,1.9,2호선,홍대입구,44873,43527
마포구,2020-02-24,7.5,0,2,2호선,홍대입구,48077,49951
마포구,2020-02-25,7,13,4,2호선,홍대입구,43129,45292
마포구,2020-02-26,7,0,2.2,2호선,홍대입구,44807,46963
마포구,2020-02-27,6.6,0,2,2호선,홍대입구,42487,44672
마포구,2020-02-28,4.9,2.5,1.4,2호선,홍대입구,38916,42521
마포구,2020-02-29,7.6,0,2.1,2호선,홍대입구,31885,35720
마포구,2020-03-01,6.2,0,1.9,2호선,홍대입구,23021,22176
마포구,2020-03-02,3.7,0,3.6,2호선,홍대입구,35969,37361
마포구,2020-03-03,5.5,0,2.4,2호선,홍대입구,36750,38561
마포구,2020-03-04,2.6,0,4.7,2호선,홍대입구,37649,39431
마포구,2020-03-05,1.8,0,2.9,2호선,홍대입구,38433,41080
마포구,2020-03-06,4.2,0,1.6,2호선,홍대입구,41529,45792
마포구,2020-03-07,7.5,0,2.1,2호선,홍대입구,36602,40786
마포구,2020-03-08,10.1,0,1.8,2호선,홍대입구,28285,28251
마포구,2020-03-09,11.6,0,1.9,2호선,홍대입구,39336,41200
마포구,2020-03-10,6.3,8.5,3.8,2호선,홍대입구,36872,38865
마포구,2020-03-11,4.2,0,3.9,2호선,홍대입구,40711,43271
마포구,2020-03-12,7.7,0,2.7,2호선,홍대입구,40126,42461
마포구,2020-03-13,4.7,0,4.1,2호선,홍대입구,43264,48593
마포구,2020-03-14,4.1,0,3.1,2호선,홍대입구,39593,44740
마포구,2020-03-15,4.5,0,4.8,2호선,홍대입구,29003,28466
마포구,2020-03-16,3.8,0,2.8,2호선,홍대입구,37814,39393
마포구,2020-03-17,7.3,0,2.3,2호선,홍대입구,37983,40299
마포구,2020-03-18,11.2,0,2.1,2호선,홍대입구,40912,43449
마포구,2020-03-19,9.2,0,5.8,2호선,홍대입구,38838,40825
마포구,2020-03-20,9.4,0,3.3,2호선,홍대입구,46052,52607
마포구,2020-03-21,12.9,0,2.3,2호선,홍대입구,41362,46632
마포구,2020-03-22,11.2,0,4.1,2호선,홍대입구,31762,30728
마포구,2020-03-23,11.1,0,2.3,2호선,홍대입구,39383,41069
마포구,2020-03-24,12.2,0,2.1,2호선,홍대입구,39830,41945
마포구,2020-03-25,13.6,0,1.8,2호선,홍대입구,41827,43861
마포구,2020-03-26,15.3,1,2,2호선,홍대입구,39935,42057
마포구,2020-03-27,11.6,4,4.3,2호선,홍대입구,45014,50680
마포구,2020-03-28,7.6,0,4.6,2호선,홍대입구,41866,45615
마포구,2020-03-29,9.5,0,1.9,2호선,홍대입구,30234,29623
마포구,2020-03-30,10.4,0,1.8,2호선,홍대입구,39316,40589
마포구,2020-03-31,12.1,0,2,2호선,홍대입구,39862,41581
마포구,2020-04-01,11.3,0,4,2호선,홍대입구,41449,43584
마포구,2020-04-02,9.9,0,2.4,2호선,홍대입구,40890,43453
마포구,2020-04-03,10.5,0,2.4,2호선,홍대입구,45280,51422
마포구,2020-04-04,9.2,0,4.7,2호선,홍대입구,42516,46663
마포구,2020-04-05,7.8,0,2.9,2호선,홍대입구,31092,30449
마포구,2020-04-06,10.1,0,2.2,2호선,홍대입구,40521,42358
마포구,2020-04-07,11.1,0,2.3,2호선,홍대입구,40731,43196
마포구,2020-04-08,9.9,0,4.3,2호선,홍대입구,42385,44953
마포구,2020-04-09,9.2,0,3.1,2호선,홍대입구,42689,45186
마포구,2020-04-10,10.9,0,2.4,2호선,홍대입구,46598,53384
마포구,2020-04-11,10.2,0,1.9,2호선,홍대입구,44105,49257
마포구,2020-04-12,10.2,0,3.4,2호선,홍대입구,32654,31853
마포구,2020-04-13,13,0,3,2호선,홍대입구,40991,43291
마포구,2020-04-14,13.5,0,2.1,2호선,홍대입구,44720,49627
마포구,2020-04-15,13.9,0,2.3,2호선,홍대입구,37410,38412
마포구,2020-04-16,16.3,0,2.2,2호선,홍대입구,43677,46627
마포구,2020-04-17,12.5,4.5,3.1,2호선,홍대입구,43485,50115
마포구,2020-04-18,13.9,0,2.9,2호선,홍대입구,47934,54196
마포구,2020-04-19,12.4,12,2.7,2호선,홍대입구,31170,30653
마포구,2020-04-20,10.3,0,3.5,2호선,홍대입구,41403,43660
마포구,2020-04-21,8.1,0,5.3,2호선,홍대입구,43950,46128
마포구,2020-04-22,6.5,0,5.4,2호선,홍대입구,44792,47248
마포구,2020-04-23,8.7,0,4.7,2호선,홍대입구,46128,49171
마포구,2020-04-24,10.6,0,3.6,2호선,홍대입구,51292,58845
마포구,2020-04-25,13.7,0,3.8,2호선,홍대입구,51661,58556
마포구,2020-04-26,13,0,3.6,2호선,홍대입구,39297,38351
마포구,2020-04-27,13.5,0,2.8,2호선,홍대입구,44201,46497
마포구,2020-04-28,14.5,0,2.1,2호선,홍대입구,46375,49104
마포구,2020-04-29,16,0,2.3,2호선,홍대입구,50189,56863
마포구,2020-04-30,18,0,2.5,2호선,홍대입구,45089,49461
마포구,2020-05-01,20.6,0,2.4,2호선,홍대입구,46068,51319
마포구,2020-05-02,20.6,0,2.2,2호선,홍대입구,47806,54534
마포구,2020-05-03,22.2,0,2,2호선,홍대입구,38702,39262
마포구,2020-05-04,20,0,2.2,2호선,홍대입구,47186,52986
마포구,2020-05-05,16.2,0,1.3,2호선,홍대입구,42162,43218
마포구,2020-05-06,20.8,0,1.8,2호선,홍대입구,48570,51882
마포구,2020-05-07,21.1,0,3.1,2호선,홍대입구,49960,53197
마포구,2020-05-08,20.1,2.5,2.8,2호선,홍대입구,51875,56377
마포구,2020-05-09,14.1,21.5,3.7,2호선,홍대입구,42919,49203
마포구,2020-05-10,14.2,0.5,2.1,2호선,홍대입구,37728,37595
마포구,2020-05-11,16.7,3,2.8,2호선,홍대입구,44082,46622
마포구,2020-05-12,14.7,1,3.2,2호선,홍대입구,44383,46527
마포구,2020-05-13,17.3,0,2.8,2호선,홍대입구,42866,44553
마포구,2020-05-14,20.7,0,2.1,2호선,홍대입구,40427,41614
마포구,2020-05-15,16.1,9.5,3.5,2호선,홍대입구,39483,41449
마포구,2020-05-16,16.5,2,1.3,2호선,홍대입구,32835,34521
마포구,2020-05-17,19,0,1.8,2호선,홍대입구,25617,25017
마포구,2020-05-18,19.2,23,2.7,2호선,홍대입구,36736,37459
광진구,2019-01-01,-4.1,0,1.6,2호선,건대입구,29309,30013
광진구,2019-01-02,-3.8,0,1.4,2호선,건대입구,42850,46931
광진구,2019-01-03,-3.1,0,0.9,2호선,건대입구,45050,48655
광진구,2019-01-04,-0.8,0,1.1,2호선,건대입구,47936,54993
광진구,2019-01-05,-1.6,0,1.8,2호선,건대입구,44841,51538
광진구,2019-01-06,-2.1,0,1.2,2호선,건대입구,33488,35471
광진구,2019-01-07,-1.2,0,1.2,2호선,건대입구,43211,46792
광진구,2019-01-08,-2.2,0,2.4,2호선,건대입구,43410,47006
광진구,2019-01-09,-3.9,0,1.1,2호선,건대입구,44254,48139
광진구,2019-01-10,-0.1,0,1.1,2호선,건대입구,45036,49224
광진구,2019-01-11,2.5,0,0.8,2호선,건대입구,48677,56073
광진구,2019-01-12,3.3,0,1.1,2호선,건대입구,46492,53606
광진구,2019-01-13,1.5,0,1,2호선,건대입구,35623,37625
광진구,2019-01-14,1.4,0,0.7,2호선,건대입구,42136,45403
광진구,2019-01-15,-0.6,0,2.5,2호선,건대입구,43305,47445
광진구,2019-01-16,-4.4,0,1.8,2호선,건대입구,43659,47685
광진구,2019-01-17,0.4,0,0.8,2호선,건대입구,44643,48836
광진구,2019-01-18,0.9,0,0.3,2호선,건대입구,48268,55538
광진구,2019-01-19,3.7,0,0.1,2호선,건대입구,46074,52741
광진구,2019-01-20,-0.4,0,2.6,2호선,건대입구,35065,36603
광진구,2019-01-21,-0.1,0,1.1,2호선,건대입구,42673,45843
광진구,2019-01-22,1.8,0,0.9,2호선,건대입구,43675,47362
광진구,2019-01-23,2.3,0,1.5,2호선,건대입구,44276,48614
광진구,2019-01-24,0.8,0,0.9,2호선,건대입구,44813,48725
광진구,2019-01-25,-0.3,0,1.8,2호선,건대입구,47741,55002
광진구,2019-01-26,-1.5,0,1.9,2호선,건대입구,45912,53141
광진구,2019-01-27,0.1,0,1.3,2호선,건대입구,35687,37429
광진구,2019-01-28,2.1,0,2.5,2호선,건대입구,42990,46362
광진구,2019-01-29,0.5,0,0.6,2호선,건대입구,43739,47449
광진구,2019-01-30,2.5,0,1,2호선,건대입구,44674,48851
광진구,2019-01-31,-0.7,0,2.3,2호선,건대입구,44899,49051
광진구,2019-02-01,-1.1,0,1.5,2호선,건대입구,47027,52872
광진구,2019-02-02,2.1,0,0.9,2호선,건대입구,38081,42104
광진구,2019-02-03,3.6,25.5,1.3,2호선,건대입구,24341,26443
광진구,2019-02-04,0.7,0,2.1,2호선,건대입구,20059,21117
광진구,2019-02-05,2.6,0,0.8,2호선,건대입구,16409,20782
광진구,2019-02-06,5.1,0,1,2호선,건대입구,27793,33463
광진구,2019-02-07,-0.6,0,3,2호선,건대입구,42237,47010
광진구,2019-02-08,-4.9,0,1.7,2호선,건대입구,47191,54253
광진구,2019-02-09,-4,0,2.1,2호선,건대입구,44809,51731
광진구,2019-02-10,-3.9,0,1.5,2호선,건대입구,34496,36299
광진구,2019-02-11,-1.6,0,2,2호선,건대입구,43908,47799
광진구,2019-02-12,0.4,0,1.4,2호선,건대입구,45027,49155
광진구,2019-02-13,-0.7,0,1.9,2호선,건대입구,46015,49996
광진구,2019-02-14,0.2,0,1.2,2호선,건대입구,47357,52250
광진구,2019-02-15,0.1,0.5,1.6,2호선,건대입구,48728,55985
광진구,2019-02-16,-1.4,0,2.2,2호선,건대입구,53325,59867
광진구,2019-02-17,-0.4,0,1.7,2호선,건대입구,37855,39517
광진구,2019-02-18,1.5,0,0.9,2호선,건대입구,44826,48241
광진구,2019-02-19,2,4,1.1,2호선,건대입구,43607,47202
광진구,2019-02-20,2.8,0,1.8,2호선,건대입구,46280,50216
광진구,2019-02-21,3,0,0.9,2호선,건대입구,47699,51468
광진구,2019-02-22,4.3,0,1.2,2호선,건대입구,54616,60855
광진구,2019-02-23,6.8,0,1,2호선,건대입구,49455,56114
광진구,2019-02-24,6.4,0,1.4,2호선,건대입구,38775,40441
광진구,2019-02-25,5.8,0,1.6,2호선,건대입구,45765,49291
광진구,2019-02-26,5.8,0,1.2,2호선,건대입구,47904,51920
광진구,2019-02-27,8.6,0,1.2,2호선,건대입구,46921,50668
광진구,2019-02-28,7.5,0,1.3,2호선,건대입구,49550,55438
광진구,2019-03-01,6.8,0,1.4,2호선,건대입구,44553,49651
광진구,2019-03-02,7.7,0,0.8,2호선,건대입구,45777,51976
광진구,2019-03-03,9.3,0,1,2호선,건대입구,37075,39026
광진구,2019-03-04,10.3,0,1.3,2호선,건대입구,45835,48667
광진구,2019-03-05,8.8,0,1.3,2호선,건대입구,44568,47476
광진구,2019-03-06,8.9,0,1.3,2호선,건대입구,45690,49482
광진구,2019-03-07,8.4,0,1.8,2호선,건대입구,48083,51888
광진구,2019-03-08,6.8,0,1.5,2호선,건대입구,52336,60314
광진구,2019-03-09,7.4,0,1,2호선,건대입구,52206,58876
광진구,2019-03-10,10.4,0,1.2,2호선,건대입구,39187,39719
광진구,2019-03-11,7.2,0,1.5,2호선,건대입구,44757,48036
광진구,2019-03-12,5,0.5,2.3,2호선,건대입구,44610,47959
광진구,2019-03-13,4.7,0,2.9,2호선,건대입구,45849,49852
광진구,2019-03-14,5.7,0,1.5,2호선,건대입구,48270,52413
광진구,2019-03-15,5.5,7.5,1.5,2호선,건대입구,49975,56388
광진구,2019-03-16,5.3,0,1.5,2호선,건대입구,51402,58203
광진구,2019-03-17,7.1,0,1.6,2호선,건대입구,41240,42847
광진구,2019-03-18,7.5,0,1.2,2호선,건대입구,45780,49039
광진구,2019-03-19,10.3,0,1.1,2호선,건대입구,46746,49388
광진구,2019-03-20,10.4,18,1,2호선,건대입구,44343,47303
광진구,2019-03-21,8,4,2.4,2호선,건대입구,46931,50679
광진구,2019-03-22,4.4,0,2.4,2호선,건대입구,51674,59071
광진구,2019-03-23,4.4,3,2.1,2호선,건대입구,49264,56575
광진구,2019-03-24,5.1,0,2,2호선,건대입구,39827,40775
광진구,2019-03-25,8.1,0,1.6,2호선,건대입구,44509,47543
광진구,2019-03-26,11.9,0,1.5,2호선,건대입구,46540,49408
광진구,2019-03-27,12.5,0,2.4,2호선,건대입구,47121,50509
광진구,2019-03-28,10.4,0,2,2호선,건대입구,47995,51392
광진구,2019-03-29,9.9,0,2,2호선,건대입구,52232,58436
광진구,2019-03-30,6,3,2.5,2호선,건대입구,46427,52106
광진구,2019-03-31,5.3,0,2.6,2호선,건대입구,37484,39307
광진구,2019-04-01,6.6,0,2.3,2호선,건대입구,44965,47705
광진구,2019-04-02,7.5,0,1.9,2호선,건대입구,45408,48317
광진구,2019-04-03,8.3,0,1.9,2호선,건대입구,46266,49605
광진구,2019-04-04,9.7,0,2.2,2호선,건대입구,47217,50773
광진구,2019-04-05,12.2,0,2.5,2호선,건대입구,52509,59233
광진구,2019-04-06,9.7,0.5,1,2호선,건대입구,48878,54341
광진구,2019-04-07,12.9,0,1.5,2호선,건대입구,44748,44716
광진구,2019-04-08,12.6,0,1.9,2호선,건대입구,45546,47949
광진구,2019-04-09,9.4,19.5,2.4,2호선,건대입구,43318,45659
광진구,2019-04-10,7.6,4.5,1.7,2호선,건대입구,44185,48122
광진구,2019-04-11,10.1,0,1.4,2호선,건대입구,47470,50818
광진구,2019-04-12,12,0,1.6,2호선,건대입구,52405,58865
광진구,2019-04-13,12.6,0,1.6,2호선,건대입구,52964,57262
광진구,2019-04-14,10.4,1.5,1.8,2호선,건대입구,33758,35248
광진구,2019-04-15,12.1,0,1.5,2호선,건대입구,44716,47323
광진구,2019-04-16,14.9,0,1.3,2호선,건대입구,44539,47566
광진구,2019-04-17,15.6,0,1.5,2호선,건대입구,44695,48159
광진구,2019-04-18,13.3,0,1.5,2호선,건대입구,44169,47422
광진구,2019-04-19,13.9,0,1.6,2호선,건대입구,47872,54484
광진구,2019-04-20,14.6,0,1.4,2호선,건대입구,48018,52704
광진구,2019-04-21,15.7,0.5,1.4,2호선,건대입구,34405,35250
광진구,2019-04-22,19.5,0,1,2호선,건대입구,42732,45795
광진구,2019-04-23,20.4,0,1,2호선,건대입구,42566,45839
광진구,2019-04-24,19.2,6.5,1.2,2호선,건대입구,44652,48453
광진구,2019-04-25,13.3,12,1.9,2호선,건대입구,45333,49010
광진구,2019-04-26,9.2,4,1.8,2호선,건대입구,52670,59706
광진구,2019-04-27,12.2,0,1.4,2호선,건대입구,56270,61508
광진구,2019-04-28,13.5,0,1.1,2호선,건대입구,40815,41494
광진구,2019-04-29,13,0,0.9,2호선,건대입구,46837,49799
광진구,2019-04-30,15.8,0,1.4,2호선,건대입구,50524,56155
광진구,2019-05-01,16.8,0,1.8,2호선,건대입구,48383,49724
광진구,2019-05-02,17.5,0,1.5,2호선,건대입구,50838,53300
광진구,2019-05-03,18.3,0,1.4,2호선,건대입구,56213,61761
광진구,2019-05-04,19.8,0,1.3,2호선,건대입구,57227,61122
광진구,2019-05-05,19.7,0,1.6,2호선,건대입구,42956,45934
광진구,2019-05-06,14.8,0,2.4,2호선,건대입구,44696,46377
광진구,2019-05-07,15.6,0,1.9,2호선,건대입구,46380,49671
광진구,2019-05-08,16.6,0,1.7,2호선,건대입구,45776,48401
광진구,2019-05-09,17.3,0,1.8,2호선,건대입구,48592,52209
광진구,2019-05-10,18.3,0,1.5,2호선,건대입구,55208,61597
광진구,2019-05-11,20.8,0,1.2,2호선,건대입구,52413,58045
광진구,2019-05-12,21.6,0,1.1,2호선,건대입구,43079,44377
광진구,2019-05-13,19,0,1.2,2호선,건대입구,45008,48170
광진구,2019-05-14,20.2,0,1.2,2호선,건대입구,46750,50278
광진구,2019-05-15,21.2,0,1.2,2호선,건대입구,49122,54842
광진구,2019-05-16,23.7,0,1.3,2호선,건대입구,49805,56972
광진구,2019-05-17,23.6,0,0.9,2호선,건대입구,53318,58922
광진구,2019-05-18,22.6,0,1.9,2호선,건대입구,52697,58411
광진구,2019-05-19,19,17.5,1,2호선,건대입구,35783,36754
광진구,2019-05-20,17.1,4,2.5,2호선,건대입구,45742,48853
광진구,2019-05-21,17.6,0,2.2,2호선,건대입구,46867,49789
광진구,2019-05-22,20.3,0,2,2호선,건대입구,46399,49756
광진구,2019-05-23,22.4,0,1.2,2호선,건대입구,46645,50141
광진구,2019-05-24,24.7,0,1.2,2호선,건대입구,51515,58545
광진구,2019-05-25,24,0,1.3,2호선,건대입구,50672,57513
광진구,2019-05-26,24.4,0,1.4,2호선,건대입구,40102,41753
광진구,2019-05-27,18.2,5.5,2,2호선,건대입구,42033,44450
광진구,2019-05-28,19.1,0,1.9,2호선,건대입구,45676,49079
광진구,2019-05-29,20.7,0,1.6,2호선,건대입구,46167,50191
광진구,2019-05-30,20.2,0,1.9,2호선,건대입구,46713,50264
광진구,2019-05-31,19.8,0,2.1,2호선,건대입구,51109,57437
광진구,2019-06-01,19.4,0,1.5,2호선,건대입구,50065,56260
광진구,2019-06-02,21.8,0,1.4,2호선,건대입구,37338,38980
광진구,2019-06-03,23.7,0,1.3,2호선,건대입구,43344,46320
광진구,2019-06-04,23.5,0,1.7,2호선,건대입구,44503,48307
광진구,2019-06-05,23.8,0,1.5,2호선,건대입구,48919,55516
광진구,2019-06-06,21.4,5.5,1.1,2호선,건대입구,40025,41977
광진구,2019-06-07,19.7,43.5,2,2호선,건대입구,45325,51079
광진구,2019-06-08,22.1,0,1.3,2호선,건대입구,44867,50528
광진구,2019-06-09,21.9,0,1.6,2호선,건대입구,33043,34395
광진구,2019-06-10,18.5,9,1.9,2호선,건대입구,42762,46048
광진구,2019-06-11,21.1,0,1.6,2호선,건대입구,43614,47142
광진구,2019-06-12,22,0,1.5,2호선,건대입구,44144,47529
광진구,2019-06-13,23.3,0,1.3,2호선,건대입구,44911,48474
광진구,2019-06-14,23.7,0,1.3,2호선,건대입구,47764,54221
광진구,2019-06-15,22.3,4,1.8,2호선,건대입구,47663,53554
광진구,2019-06-16,22.2,0,1.5,2호선,건대입구,33664,35366
광진구,2019-06-17,22.4,0,1.7,2호선,건대입구,43061,46114
광진구,2019-06-18,20.5,10.5,1.3,2호선,건대입구,43542,46431
광진구,2019-06-19,21.9,0,1.3,2호선,건대입구,44922,48936
광진구,2019-06-20,23.5,0,1.5,2호선,건대입구,49141,53443
광진구,2019-06-21,22.6,0,1.6,2호선,건대입구,51992,58924
광진구,2019-06-22,24,0,2.1,2호선,건대입구,51218,57372
광진구,2019-06-23,24.2,0.5,1.6,2호선,건대입구,38572,39698
광진구,2019-06-24,25.6,0,1.7,2호선,건대입구,45206,48789
광진구,2019-06-25,26,0,1.2,2호선,건대입구,45607,49783
광진구,2019-06-26,25.3,0,1.1,2호선,건대입구,45899,49979
광진구,2019-06-27,26,0.5,1.5,2호선,건대입구,44620,48726
광진구,2019-06-28,25.2,0,1.4,2호선,건대입구,49038,55646
광진구,2019-06-29,23,1,1.2,2호선,건대입구,43786,50885
광진구,2019-06-30,24.5,0,1.7,2호선,건대입구,35763,37337
광진구,2019-07-01,24.4,0,1.8,2호선,건대입구,43037,46499
광진구,2019-07-02,25,0,1.8,2호선,건대입구,44088,48227
광진구,2019-07-03,24.7,0,1.2,2호선,건대입구,45108,49480
광진구,2019-07-04,26.1,0,1.6,2호선,건대입구,45926,50186
광진구,2019-07-05,28,0,1.3,2호선,건대입구,49525,56900
광진구,2019-07-06,29.3,0,1.7,2호선,건대입구,46852,53894
광진구,2019-07-07,26,0,2.8,2호선,건대입구,36353,37965
광진구,2019-07-08,24.7,0,2.5,2호선,건대입구,43772,47830
광진구,2019-07-09,24.6,0,2.3,2호선,건대입구,46357,50004
